,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
2206,DMS,2724021007,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
2207,DMS,6586847009,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,AALL,,,,
2208,ESS,7814502003,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
2209,ESS,1290527609,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2210,DMS,937218003,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
2211,DMS,5494270,0212812K,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,AALL,,,,
2212,DMS,5682960009,0212854K,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MUSK,,,,
2213,DMS,3503405109,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2214,DMS,7109747809,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,1.0,2.0,,
2215,DMS,589669509,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
2216,DMS,1877250003,0212839K,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MENH,,,,
2217,DMS,624780003,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2218,DMS,8448347609,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
2219,ESS,7306974909,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
2220,ESS,3061888019,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
2221,DMS,181436609,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
2222,ESS,6503695809,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2223,DMS,8562966409,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
2224,DMS,4547330019,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
2225,ESS,18324030,0212898K,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,,,,
2226,DMS,2244585809,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,1.0,4.0,,
2227,ESS,581992709,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
2228,DMS,5035810003,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
2229,DMS,9353090009,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2230,ESS,4476140809,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,1.0,1.0,,
2231,DMS,9565270003,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
2232,DMS,7029270609,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2233,DMS,739458809,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2234,DMS,3413472409,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
2235,DMS,1205961007,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
2236,DMS,1548048309,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,1.0,1.0,,
2237,DMS,6474422909,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,8.0,,
2238,DMS,2219030,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2239,DMS,9254244609,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
2240,DMS,1474908709,0212817E,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
2241,ESS,5660835019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2242,DMS,2871344709,0212854K,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MUSK,,,,
2243,ESS,14403810,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2244,ESS,4403920009,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
2245,ESS,14892290,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
2246,DMS,2594011109,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,,,,
2247,ESS,16196060,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
2248,DMS,94826409,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,1.0,1.0,,
2249,ESS,7727903003,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,0.0,,
2250,DMS,10805860,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2251,ESS,751635409,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
2252,DMS,3593241007,0212862K,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
2253,DMS,9872580909,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,,,,
2254,ESS,17060140,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
2255,DMS,2019430009,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,1.0,1.0,,
2256,DMS,7866484009,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
2257,ESS,912481909,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,1.0,1.0,,
2258,ESS,2089023909,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
2259,DMS,670156409,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH,,,,
2260,DMS,973187209,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2261,DMS,2270128909,0212853J,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MENH,0.0,8.0,,
2262,DMS,1708900,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
2263,ESS,5028370,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
2264,DMS,1893212309,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
2265,DMS,8147014109,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
2266,ESS,482398309,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,7.0,,
2267,DMS,6241696609,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2268,DMS,5677220,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,0.0,,
2269,ESS,2649697909,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
2270,DMS,2157764709,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,0.0,,
2271,DMS,5558600,0212810J,MN57,AimBig Employment BUNBURY,4SOU,Western Australia,WA,MENH,0.0,8.0,,
2272,DMS,7482041609,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
2273,ESS,9869741007,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
2274,DMS,8362586309,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
2275,ESS,2795710002,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
2276,DMS,18498360,0212863K,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MENH,,,,
2277,DMS,8252026509,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
2278,DMS,5291334209,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2279,DMS,8332235003,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,1.0,1.0,,
2280,ESS,551608509,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
2281,DMS,4319492909,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,0.0,8.0,,
2282,DMS,9816565909,0212863K,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MENH,1.0,1.0,,
2283,DMS,7026210,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MUSK,1.0,2.0,,
2284,DMS,9885245809,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,0.0,8.0,,
2285,ESS,7518759509,0212895H,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
2286,DMS,381666109,0212839K,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MENH,0.0,0.0,,
2287,ESS,7700260003,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,1.0,1.0,,
2288,DMS,842721007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,8.0,,
2289,DMS,4326112509,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
2290,DMS,8590211003,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2291,DMS,5653591109,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,1.0,1.0,,
2292,DMS,7916936209,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2293,DMS,5774636309,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,0.0,,
2294,DMS,17003930,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MUSK,1.0,1.0,,
2295,DMS,9704047509,0212811K,MN57,AimBig Employment BUNBURY,4SOU,Western Australia,WA,MUSK,,,,
2296,DMS,8561343004,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,0.0,,
2297,ESS,3622338003,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
2298,DMS,1490897909,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,0.0,0.0,,
2299,DMS,5382750,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
2300,DMS,898025109,0212832D,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MUSK,,,,
2301,DMS,939618709,0212823C,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MUSK,1.0,1.0,,
2302,DMS,10024890,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,0.0,8.0,,
2303,DMS,18489140,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
2304,ESS,8740783007,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
2305,DMS,156311109,0212829J,AD01,AimBig Employment CASINO,4RIC,Northern NSW,NSW,AALL,1.0,1.0,,
2306,DMS,7962415019,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,0.0,0.0,,
2307,ESS,9266697509,0212895H,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
2308,DMS,7099441019,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,,,,
2309,DMS,9136185019,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,0.0,8.0,,
2310,DMS,6477478809,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,1.0,1.0,,
2311,DMS,903715007,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,0.0,8.0,,
2312,DMS,18687210,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
2313,DMS,5962438109,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
2314,ESS,4420459109,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2315,DMS,3455879809,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2316,DMS,1047678809,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2317,ESS,9913532309,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2318,DMS,2658405609,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
2319,DMS,2758074309,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MENH,,,,
2320,DMS,7958554009,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,AALL,1.0,1.0,,
2321,DMS,6769023309,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
2322,DMS,480203309,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH,,,,
2323,ESS,10153650,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
2324,DMS,467470909,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
2325,DMS,6849098009,0212867D,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MUSK,,,,
2326,ESS,3464483209,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
2327,ESS,425604609,0212897K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,0.0,8.0,,
2328,ESS,3305659609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2329,ESS,7898004409,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2330,DMS,635910004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2331,DMS,6292460005,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
2332,ESS,1314745409,0212900K,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL,,,,
2333,ESS,3962517709,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
2334,DMS,4959224609,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
2335,DMS,4587618909,0212829J,AD01,AimBig Employment CASINO,4RIC,Northern NSW,NSW,AALL,,,,
2336,DMS,5046157709,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH,,,,
2337,DMS,375310309,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,0.0,0.0,,
2338,DMS,5728343003,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2339,DMS,9870890007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
2340,DMS,9248780109,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
2341,DMS,6520340,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
2342,DMS,5555650,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH,0.0,8.0,,
2343,DMS,8602130609,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
2344,DMS,655820,0212815C,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2345,ESS,9731082909,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
2346,DMS,97762019,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
2347,DMS,698800004,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
2348,ESS,18299030,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
2349,DMS,7029128209,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
2350,DMS,727752709,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
2351,DMS,4922808609,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
2352,ESS,854302909,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
2353,ESS,9652546409,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,0.0,,
2354,DMS,913410509,0212823C,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MUSK,,,,
2355,DMS,60865909,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,1.0,1.0,,
2356,DMS,811972709,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,MENH,,,,
2357,ESS,4701426019,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL,,,,
2358,DMS,4222638019,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,0.0,0.0,,
2359,DMS,2948422209,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
2360,DMS,9548740,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,0.0,8.0,,
2361,ESS,9626074309,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2362,DMS,9917763409,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
2363,DMS,9813657003,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,1.0,1.0,,
2364,DMS,5613610,0212795D,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
2365,DMS,4171783709,0212815C,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,0.0,0.0,,
2366,ESS,2698670,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,1.0,2.0,,
2367,DMS,3275208109,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
2368,DMS,2820406409,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2369,DMS,7681194003,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MUSK,0.0,0.0,,
2370,ESS,7557755003,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2371,ESS,7958814019,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,1.0,1.0,,
2372,DMS,8991999019,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,0.0,,
2373,DMS,460425004,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,1.0,1.0,,
2374,DMS,4574266509,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,MENH,0.0,0.0,,
2375,DMS,8654930309,0212853J,Y937,AimBig Employment BLACKTOWN,4OWS,South Western Sydney,NSW,MENH,0.0,0.0,,
2376,DMS,726684209,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
2377,DMS,2023376309,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2378,DMS,1690414119,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
2379,DMS,10179290,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,1.0,2.0,,
2380,DMS,6320651005,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK,,,,
2381,ESS,4288516109,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2382,DMS,3213945007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,0.0,8.0,,
2383,DMS,7428320007,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MUSK,,,,
2384,DMS,1063287009,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
2385,ESS,1235951003,0212900K,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
2386,ESS,4437410509,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
2387,ESS,229347909,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,1.0,1.0,,
2388,DMS,5738881809,0212862K,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
2389,DMS,710970,0212841E,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,AALL,,,,
2390,DMS,387474309,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
2391,ESS,7550387019,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
2392,DMS,8969514003,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,0.0,,
2393,ESS,9074210,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,0.0,1.0,,
2394,ESS,5234997109,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
2395,DMS,2832488609,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH,,,,
2396,DMS,4518511003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
2397,DMS,1705540008,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,1.0,1.0,,
2398,DMS,9459292007,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,1.0,1.0,,
2399,DMS,3954875509,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
2400,DMS,2881591809,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,0.0,8.0,,
2401,DMS,215284019,0212810J,MN57,AimBig Employment BUNBURY,4SOU,Western Australia,WA,MENH,,,,
2402,ESS,2740206119,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,0.0,0.0,,
2403,DMS,9482351007,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,,,,
2404,ESS,8701681909,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
2405,DMS,3347380309,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH,,,,
2406,DMS,7984754007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,0.0,,
2407,DMS,8328298609,0212819G,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MUSK,,,,
2408,ESS,8677405309,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2409,DMS,7295892109,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
2410,DMS,475863109,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2411,ESS,4765255509,0212884E,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
2412,ESS,8752802909,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
2413,ESS,775320019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
2414,DMS,7478360008,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,MENH,0.0,8.0,,
2415,DMS,741483809,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,0.0,8.0,,
2416,DMS,17880110,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
2417,DMS,2682077309,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,,,,
2418,ESS,3109893109,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
2419,ESS,1753559609,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,AALL,1.0,1.0,,
2420,DMS,8334292019,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,0.0,8.0,,
2421,DMS,4609177109,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
2422,DMS,3799431509,0212853J,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MENH,0.0,8.0,,
2423,DMS,556383003,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,AALL,0.0,8.0,,
2424,DMS,5028007003,0212839K,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MENH,0.0,0.0,,
2425,DMS,5533922019,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
