,JOB_SEEKER_ID,Contract_ID,Site_Name,specialist_site_type_code,Num_13_full_exp,Num_26_full_exp,Num_26_path_exp,Num_26_wrkast_exp,Num_52_full_exp,Num_52_path_exp
823,280714709,0212817E,AimBig Employment CRAIGIEBURN,AALL,1.0,1.0,0.0,0.0,1.0,0.0
824,8561343004,0212795D,AimBig Employment CHERMSIDE,AALL,0.0,0.0,0.0,0.0,0.0,0.0
825,6359071809,0212844H,AimBig Employment CABRAMATTA,AALL,1.0,0.0,1.0,0.0,0.0,0.0
826,9919234019,0212817E,AimBig Employment MOONEE PONDS,AALL,0.0,0.0,0.0,0.0,0.0,0.0
827,2846040,0212899A,AimBig Employment FAIRFIELD,AALL,1.0,0.0,0.0,0.0,0.0,0.0
828,19906900,0212823C,AimBig Employment Pty Ltd MELTON,MUSK,1.0,1.0,0.0,0.0,0.0,0.0
829,4171783709,0212815C,AimBig Employment CHARLESTOWN,AALL,1.0,1.0,0.0,0.0,1.0,0.0
830,2948090,0212898K,AimBig Employment BAULKHAM HILLS,AALL,0.0,0.0,0.0,0.0,0.0,0.0
831,595700309,0212850F,AimBig Employment PENRITH,AALL,1.0,0.0,0.0,0.0,1.0,0.0
832,741049709,0212864A,AimBig Employment WARRNAMBOOL,MUSK,1.0,1.0,0.0,0.0,0.0,0.0
833,4823020,0212820K,AimBig Employment HEIDELBERG,MENH,1.0,1.0,0.0,0.0,1.0,0.0
834,14365360,0212879H,AimBig Employment FORTITUDE VALLEY,AALL,0.0,0.0,0.0,0.0,0.0,0.0
835,3983563909,0212822B,AimBig Employment NEWPORT,MENH,1.0,1.0,0.0,0.0,1.0,0.0
836,9812020,0212845J,AimBig Employment SYDNEY,AALL,1.0,0.0,0.0,0.0,0.0,0.0
837,7417724007,0212817E,AimBig Employment GLENROY,AALL,0.0,0.0,0.0,0.0,1.0,0.0
838,8349121007,0212886G,AimBig Employment BROADMEADOWS,AALL,0.0,0.0,0.0,0.0,0.0,0.0
839,6710252709,0212886G,AimBig Employment BROADMEADOWS,AALL,1.0,0.0,0.0,0.0,0.0,0.0
840,4473737003,0212813A,AimBig Employment CESSNOCK,AALL,0.0,0.0,0.0,0.0,0.0,0.0
841,1623177909,0212847K,AimBig Employment BURWOOD,MUSK,1.0,1.0,0.0,0.0,0.0,0.0
842,2504250,0212818F,AimBig Employment FRANKSTON,MENH,1.0,1.0,0.0,0.0,1.0,0.0
843,4998771003,0212845J,AimBig Employment LEICHHARDT,AALL,1.0,0.0,0.0,0.0,1.0,0.0
844,2761538003,0212872A,AimBig Employment ORANGE,MENH,1.0,0.0,0.0,0.0,0.0,0.0
845,6748560007,0212894G,AimBig Employment BENDIGO,AALL,1.0,0.0,0.0,0.0,1.0,0.0
846,5900854119,0212820K,AimBig Employment EPPING,MENH,1.0,0.0,0.0,0.0,0.0,0.0
847,8250822019,0212882C,AimBig Employment CESSNOCK,AALL,0.0,0.0,0.0,0.0,0.0,0.0
848,2881591809,0212831C,AimBig Employment ROCKINGHAM,MENH,0.0,0.0,0.0,0.0,1.0,0.0
849,612906509,0212850F,AimBig Employment PENRITH,AALL,1.0,1.0,0.0,0.0,0.0,0.0
850,1471040,0212902B,AimBig Employment CAMPBELLTOWN,AALL,1.0,1.0,0.0,0.0,1.0,0.0
851,7157070,0212795D,AimBig Employment TOOWONG,AALL,0.0,0.0,0.0,0.0,0.0,0.0
852,355252009,0212793B,AimBig Employment BURLEIGH HEADS,MENH,0.0,0.0,0.0,0.0,0.0,0.0
853,3777340909,0212881B,AimBig Employment WYONG,AALL,1.0,1.0,0.0,0.0,0.0,0.0
854,9908889009,0212822B,AimBig Employment SUNSHINE,MENH,1.0,0.0,0.0,0.0,1.0,0.0
855,7512184109,0212889K,AimBig Employment GLEN INNES,AALL,0.0,0.0,0.0,0.0,0.0,0.0
856,14555340,0212817E,AimBig Employment GLENROY,AALL,0.0,0.0,0.0,0.0,0.0,0.0
857,597558209,0212831C,AimBig Employment ROCKINGHAM,MENH,1.0,1.0,0.0,0.0,0.0,0.0
