,Job_Seeker_ID,Num_13,Den_13,Site_Name,Contract_ID,specialist_site_type_code
0,369768709,0,4,AimBig Employment HYDE PARK,0212805A,MUSK
0,3956987003,0,2,AimBig Employment BURWOOD,0212847K,MUSK
0,8270746309,0,3,AimBig Employment HUONVILLE,0212861J,AALL
0,6723600209,0,4,AimBig Employment PARRAMATTA,0212898K,AALL
0,1162391809,0,6,AimBig Employment FAIRFIELD,0212844H,AALL
0,3031332809,0,4,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,8764586003,0,3,AimBig Employment WYONG,0212812K,AALL
0,4480607003,0,3,AimBig Employment PARRAMATTA,0212898K,AALL
0,8757872003,0,4,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,1789319309,0,3,AimBig Employment KANWAL,0212881B,AALL
0,542756109,0,3,AimBig Employment FAIRFIELD,0212899A,AALL
0,8156846009,0,0,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,3357110609,0,2,AimBig Employment PARRAMATTA,0212841E,AALL
0,9744449209,0,4,AimBig Employment THE ENTRANCE,0212812K,AALL
0,3870808709,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,7599640004,0,3,AimBig Employment DALBY,0212838K,AALL
0,1529456609,0,4,AimBig Employment THE ENTRANCE,0212812K,AALL
0,7633237109,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,5397294909,0,3,AimBig Employment CHINCHILLA,0212838K,AALL
0,1312469209,0,8,AimBig Employment FRANKSTON,0212818F,MENH
0,4714725509,0,3,AimBig Employment TAMWORTH,0212883D,(blank)
0,8679245003,0,6,AimBig Employment WOY WOY,0212812K,AALL
0,4034640,0,6,AimBig Employment GUNNEDAH,0212814B,AALL
0,1456648709,0,6,AimBig Employment PARRAMATTA,0212898K,AALL
0,8495179909,0,0,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,1385633019,0,5,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,9616140005,0,0,AimBig Employment MILE END,0212791K,MENH
0,5580798019,0,8,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,7317073409,0,8,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,7421895209,0,2,AimBig Employment GOSFORD,0212812K,AALL
0,2903020,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,1933140004,0,5,AimBig Employment BERRIMAH,0212891D,AALL
0,1592881119,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,5843063009,0,2,AimBig Employment MOONEE PONDS,0212817E,AALL
0,7502610006,0,4,AimBig Employment DEVONPORT,0212868E,MENH
0,758421409,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,207974909,0,2,AimBig Employment CAMPSIE,0212840D,MUSK
0,6352951119,0,8,AimBig Employment BROADMEADOWS,0212817E,AALL
0,1479456509,0,2,AimBig Employment INVERELL,0212889K,AALL
0,9706047909,0,0,AimBig Employment ROCKINGHAM,0212831C,MENH
0,2677090,0,3,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,8737502509,0,4,AimBig Employment SURRY HILLS,0212845J,AALL
0,6101092709,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,3697795909,0,3,AimBig Employment MOONEE PONDS,0212886G,AALL
0,2811734003,0,1,AimBig Employment AUBURN,0212898K,AALL
0,972770007,0,0,AimBig Employment CORIO,0212862K,AALL
0,9335801009,0,2,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,331376809,0,4,AimBig Employment SURRY HILLS,0212900K,AALL
0,7807372709,0,6,AimBig Employment SURRY HILLS,0212845J,AALL
0,2542551009,0,0,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,4049970,0,3,AimBig Employment CHINCHILLA,0212897K,AALL
0,6811012809,0,5,AimBig Employment JOONDALUP,0212833E,MENH
0,5864701008,0,3,AimBig Employment JOONDALUP,0212833E,MENH
0,5415390,0,0,AimBig Employment WOLLONGONG,0212856A,(blank)
0,815575003,0,8,AimBig Employment BROADMEADOW,0212884E,AALL
0,3694620,0,3,AimBig Employment FRANKSTON,0212818F,MENH
0,8643181019,0,5,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,4132690,0,5,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,1393863003,0,5,AimBig Employment BURWOOD,0212846K,MENH
0,4764276019,0,3,AimBig Employment WYONG,0212881B,AALL
0,145458909,0,3,AimBig Employment CORIO,0212862K,AALL
0,7641451309,0,3,AimBig Employment CHINCHILLA,0212897K,AALL
0,8308143109,0,8,AimBig Employment BROADMEADOW,0212815C,AALL
0,3377750003,0,5,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,9604135709,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5593690909,0,4,AimBig Employment RYDE,0212851G,(blank)
0,2174359409,0,3,AimBig Employment SURRY HILLS,0212900K,AALL
0,9885151309,0,2,AimBig Employment MACKAY,0212802J,MENH
0,8271833809,0,0,AimBig Employment SURRY HILLS,0212845J,AALL
0,437508509,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,2125224007,0,0,AimBig Employment WERRIBEE,0212823C,MUSK
0,1421903409,0,5,AimBig Employment ETTALONG BEACH,0212812K,AALL
0,2218565809,0,4,AimBig Employment TOOWONG,0212795D,AALL
0,116497209,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5232840609,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,5857415609,0,3,AimBig Employment ROCKINGHAM,0212831C,MENH
0,959268509,0,6,AimBig Employment HYDE PARK,0212804K,MENH
0,1203536609,0,0,AimBig Employment KANWAL,0212812K,AALL
0,7324637009,0,0,AimBig Employment GLEN INNES,0212828H,AALL
0,3825946509,0,5,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,8487438909,0,3,AimBig Employment GOSFORD,0212881B,AALL
0,231867309,0,0,AimBig Employment CORIO,0212862K,AALL
0,298864019,0,3,AimBig Employment PROSPECT,0212789F,(blank)
0,3485940,0,0,AimBig Employment BANKSTOWN,0212839K,MENH
0,2978296709,0,0,AimBig Employment NEWPORT,0212822B,MENH
0,2340257019,0,0,AimBig Employment HURSTVILLE,0212855K,AALL
0,8223484007,0,4,AimBig Employment WERRIBEE,0212823C,MUSK
0,930250909,0,6,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,5620436003,0,6,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,5997646003,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,8211110003,0,4,AimBig Employment BROADMEADOW,0212815C,AALL
0,584310,0,8,AimBig Employment TAMWORTH,0212883D,(blank)
0,3170760019,0,3,AimBig Employment TOOWONG,0212795D,AALL
0,1593231709,0,0,AimBig Employment BROADMEADOW,0212815C,AALL
0,5127830,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,5586763909,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,2953959609,0,0,AimBig Employment MILE END,0212791K,MENH
0,468935019,0,8,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,3995750006,0,4,AimBig Employment GLENORCHY,0212892E,(blank)
0,474498509,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,5175440,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,6038315309,0,3,AimBig Employment DUBBO,0212870K,MENH
0,39164019,0,8,AimBig Employment BROADMEADOW,0212815C,AALL
0,8301451809,0,8,AimBig Employment ROCKINGHAM,0212831C,MENH
0,7574050709,0,8,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,961060809,0,5,AimBig Employment PARRAMATTA,0212898K,AALL
0,1747697609,0,8,AimBig Employment NAMBUCCA HEADS,0212887H,(blank)
0,3779410,0,4,AimBig Employment HURSTVILLE,0212855K,AALL
0,1515400,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,2490946609,0,3,AimBig Employment FRANKSTON,0212819G,MUSK
0,4779460,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,2410775909,0,2,AimBig Employment WOY WOY,0212812K,AALL
0,9648401003,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,6693275019,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,6636281109,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,1874514007,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,8901781119,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,3613799019,0,4,AimBig Employment MIRANDA,0212855K,AALL
0,5393609309,0,0,AimBig Employment LIVERPOOL,0212901A,AALL
0,2874231809,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,7475876409,0,0,AimBig Employment INGLEBURN,0212849B,AALL
0,4463493019,0,0,AimBig Employment HOBART,0212892E,(blank)
0,2623691003,0,8,AimBig Employment PENRITH,0212903C,(blank)
0,2531375119,0,3,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,2856031019,0,3,AimBig Employment NORTH LAKES,0212795D,AALL
0,3344360,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,2236660,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,4422211004,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,1575621609,0,4,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,450740,0,8,AimBig Employment BALLARAT CENTRAL,0212859D,MENH
0,7430527003,0,4,AimBig Employment ORANGE,0212872A,MENH
0,2307890,0,5,AimBig Employment BURLEIGH HEADS,0212794C,(blank)
0,4954710,0,0,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,2464820,0,4,AimBig Employment PENRITH,0212903C,(blank)
0,444670003,0,5,AimBig Employment FAIRFIELD,0212899A,AALL
0,1440334909,0,4,AimBig Employment MAITLAND,0212882C,AALL
0,963166809,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,845516709,0,5,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5184180019,0,5,AimBig Employment HORNSBY,0212898K,AALL
0,4857477409,0,0,AimBig Employment CHINCHILLA,0212897K,AALL
0,5870175809,0,4,AimBig Employment SUNSHINE,0212822B,MENH
0,484960,0,4,AimBig Employment WOY WOY,0212812K,AALL
0,7004432209,0,3,AimBig Employment TAMWORTH,0212883D,(blank)
0,868730,0,4,AimBig Employment INVERELL,0212889K,AALL
0,5394029809,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,3178657809,0,3,AimBig Employment MARRICKVILLE,0212900K,AALL
0,4445705909,0,3,AimBig Employment TAMWORTH,0212814B,AALL
0,2956756009,0,8,AimBig Employment HYDE PARK,0212804K,MENH
0,9388288909,0,0,AimBig Employment GOSFORD,0212881B,AALL
0,9896692809,0,8,AimBig Employment CORIO,0212895H,AALL
0,4154781109,0,0,AimBig Employment GLENORCHY,0212892E,(blank)
0,737386809,0,3,AimBig Employment EPPING,0212820K,MENH
0,2018105909,0,0,AimBig Employment LIVERPOOL,0212901A,AALL
0,4757050,0,8,AimBig Employment LIVERPOOL,0212901A,AALL
0,6157262809,0,5,AimBig Employment GLEN INNES,0212828H,AALL
0,287871003,0,3,AimBig Employment LEICHHARDT,0212845J,AALL
0,9478849009,0,5,AimBig Employment LISMORE,0212829J,AALL
0,612325003,0,0,AimBig Employment KANWAL,0212812K,AALL
0,4848132019,0,4,AimBig Employment INALA,0212796E,(blank)
0,6510461609,0,6,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,899277609,0,3,AimBig Employment LIVERPOOL,0212901A,AALL
0,6736190609,0,4,AimBig Employment WOY WOY,0212812K,AALL
0,3000474509,0,4,AimBig Employment LEICHHARDT,0212845J,AALL
0,69745209,0,3,AimBig Employment CHERMSIDE,0212795D,AALL
0,495530004,0,0,AimBig Employment MARRICKVILLE,0212900K,AALL
0,2815397003,0,0,AimBig Employment CHATSWOOD,0212851G,(blank)
0,7663627109,0,8,AimBig Employment TAMWORTH,0212883D,(blank)
0,2807760004,0,0,AimBig Employment DALBY,0212838K,AALL
0,3504267003,0,4,AimBig Employment BONDI JUNCTION,0212842F,(blank)
0,198222709,0,5,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,1112547109,0,1,AimBig Employment SINGLETON,0212816D,AALL
0,9484630003,0,0,AimBig Employment LIVERPOOL,0212901A,AALL
0,3346445003,0,0,AimBig Employment LISMORE,0212829J,AALL
0,256557009,0,3,AimBig Employment LIVERPOOL,0212901A,AALL
0,6563211004,0,0,AimBig Employment JOONDALUP,0212833E,MENH
0,4682825609,0,8,AimBig Employment ROCKINGHAM,0212831C,MENH
0,4543290509,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,9942440003,0,0,AimBig Employment GUNNEDAH,0212883D,(blank)
0,928547209,0,4,Aimbig Employment LAUNCESTON,0212893F,AALL
0,7317535019,0,4,AimBig Employment CASINO,0212829J,AALL
0,7635646209,0,0,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,2170360,0,0,AimBig Employment BONDI JUNCTION,0212842F,(blank)
0,316660109,0,0,AimBig Employment WOLLONGONG,0212857B,MUSK
0,2559861019,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,118303007,0,3,AimBig Employment MOONEE PONDS,0212817E,AALL
0,898830009,0,0,AimBig Employment NEWPORT,0212822B,MENH
0,8948854509,0,5,AimBig Employment CAMPSIE,0212840D,MUSK
0,2165281709,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,3805226309,0,4,AimBig Employment MELBOURNE,0212824D,(blank)
0,7328981809,0,3,AimBig Employment CAMPSIE,0212840D,MUSK
0,1088913809,0,4,AimBig Employment CAMPSIE,0212840D,MUSK
0,2905320,0,3,AimBig Employment PARRAMATTA,0212841E,AALL
0,2477460,0,4,AimBig Employment CAMPSIE,0212840D,MUSK
0,4670309,0,4,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,7312001509,0,4,AimBig Employment PENRITH,0212903C,(blank)
0,2478710019,0,3,AimBig Employment NORTH LAKES,0212879H,AALL
0,3486918809,0,4,AimBig Employment WERRIBEE,0212823C,MUSK
0,2297916609,0,4,AimBig Employment GOSFORD,0212881B,AALL
0,6507298409,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,7002680119,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,9781804119,0,4,AimBig Employment BONDI JUNCTION,0212842F,(blank)
0,272650019,0,3,AimBig Employment BROADMEADOW,0212884E,AALL
0,5442420,0,4,AimBig Employment ROCKINGHAM,0212831C,MENH
0,5050631007,0,4,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,7243117019,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,9866514019,0,4,AimBig Employment GOSFORD,0212881B,AALL
0,4429011809,0,0,AimBig Employment PENRITH,0212850F,AALL
0,7573239909,0,0,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,1805913003,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,1288309709,0,0,AimBig Employment NORTH LAKES,0212879H,AALL
0,9264871709,0,0,AimBig Employment DUBBO,0212870K,MENH
0,3198404019,0,3,AimBig Employment ORANGE,0212872A,MENH
0,9633419019,0,4,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,916020003,0,5,AimBig Employment CABRAMATTA,0212844H,AALL
0,2341023709,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,978256409,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,6994090509,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,6170228509,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,2461352004,0,0,AimBig Employment TOOWONG,0212795D,AALL
0,3664263109,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,1411566609,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,5501573019,0,0,AimBig Employment LEICHHARDT,0212845J,AALL
0,1556319409,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,290413004,0,3,AimBig Employment DALBY,0212897K,AALL
0,3706038003,0,4,AimBig Employment PENRITH,0212850F,AALL
0,4849040,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,5140950003,0,4,AimBig Employment PENRITH,0212850F,AALL
0,7649181003,0,3,AimBig Employment PENRITH,0212903C,(blank)
0,2891350809,0,4,AimBig Employment PENRITH,0212850F,AALL
0,882918909,0,6,AimBig Employment INVERELL,0212889K,AALL
0,7178635019,0,4,AimBig Employment MAITLAND,0212813A,AALL
0,2971440809,0,4,AimBig Employment GLEN INNES,0212889K,AALL
0,2268656309,0,0,AimBig Employment CAIRNS CITY,0212798G,MENH
0,9081498409,0,8,AimBig Employment KANWAL,0212881B,AALL
0,1289940909,0,3,AimBig Employment RYDE,0212851G,(blank)
0,932000003,0,8,AimBig Employment BROADMEADOW,0212884E,AALL
0,1695766909,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,328848509,0,4,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,3403375309,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,2569495909,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,855201019,0,8,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,6119106909,0,0,AimBig Employment BROADMEADOW,0212815C,AALL
0,3308336019,0,0,AimBig Employment DARLINGHURST,0212900K,AALL
0,9460856003,0,0,AimBig Employment BURWOOD,0212846K,MENH
0,664160,0,4,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,5041927509,0,0,AimBig Employment HUONVILLE,0212861J,AALL
0,318632019,0,6,AimBig Employment FAIRFIELD,0212844H,AALL
0,2592900,0,4,AimBig Employment BANKSTOWN,0212839K,MENH
0,4404591007,0,8,AimBig Employment MACKAY,0212802J,MENH
0,4433903004,0,8,AimBig Employment AITKENVALE,0212804K,MENH
0,7414359809,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,2020899409,0,4,AimBig Employment PARRAMATTA,0212898K,AALL
0,2369820003,0,3,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,6624354004,0,4,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,9682068019,0,0,AimBig Employment KANWAL,0212812K,AALL
0,9774397909,0,0,AimBig Employment SURRY HILLS,0212845J,AALL
0,7844880,0,4,AimBig Employment MARRICKVILLE,0212845J,AALL
0,353631004,0,4,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,13786430,0,5,AimBig Employment NORTH LAKES,0212795D,AALL
0,194890309,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,6324746019,0,8,AimBig Employment BROADMEADOW,0212884E,AALL
0,9381922009,0,0,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,521340003,0,0,AimBig Employment LIVERPOOL,0212848A,AALL
0,4005756409,0,4,AimBig Employment BANKSTOWN,0212840D,MUSK
0,4504308809,0,0,AimBig Employment WOOLLOONGABBA,0212797F,(blank)
0,7314607809,0,3,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,6876311003,0,4,AimBig Employment BANKSTOWN,0212839K,MENH
0,469695709,0,0,AimBig Employment BONDI JUNCTION,0212842F,(blank)
0,2704918003,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,1565670709,0,0,AimBig Employment CASINO,0212829J,AALL
0,951690,0,8,AimBig Employment INVERELL,0212889K,AALL
0,9782314409,0,5,AimBig Employment CABRAMATTA,0212844H,AALL
0,321525003,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,2312752003,0,0,AimBig Employment CESSNOCK,0212882C,AALL
0,5498170,0,5,AimBig Employment INVERELL,0212889K,AALL
0,4630097003,0,8,AimBig Employment WYONG,0212881B,AALL
0,8642192004,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,3204931003,0,8,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,2281622004,0,0,AimBig Employment MILES,0212897K,AALL
0,5243057909,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,329001004,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,5919950,0,4,AimBig Employment INGLEBURN,0212849B,AALL
0,8222020,0,0,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,12818070,0,3,AimBig Employment CAIRNS CITY,0212798G,MENH
0,7367450509,0,8,AimBig Employment AUBURN,0212841E,AALL
0,238984509,0,4,AimBig Employment OSBORNE PARK,0212833E,MENH
0,8621142019,0,4,AimBig Employment LEICHHARDT,0212845J,AALL
0,5699242309,0,4,AimBig Employment ROCKDALE,0212855K,AALL
0,911493909,0,0,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,6309225019,0,8,AimBig Employment COFFS HARBOUR,0212887H,(blank)
0,1222400007,0,0,AimBig Employment CAIRNS CITY,0212798G,MENH
0,1922689809,0,0,AimBig Employment CESSNOCK,0212882C,AALL
0,2361201004,0,0,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,5420858609,0,3,AimBig Employment BERRIMAH,0212830B,AALL
0,1771573109,0,0,AimBig Employment LIVERPOOL,0212848A,AALL
0,7347289909,0,0,AimBig Employment THE ENTRANCE,0212812K,AALL
0,4741509909,0,0,AimBig Employment PARRAMATTA,0212898K,AALL
0,9697847209,0,4,AimBig Employment GLEN INNES,0212889K,AALL
0,1404211009,0,4,AimBig Employment ROCKDALE,0212855K,AALL
0,5465684509,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,5260525019,0,2,AimBig Employment BROADMEADOW,0212815C,AALL
0,1303206003,0,5,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,9775387309,0,0,AimBig Employment MIRANDA,0212855K,AALL
0,7662834009,0,8,AimBig Employment PARRAMATTA,0212898K,AALL
0,8632000007,0,0,AimBig Employment BROOKVALE,0212852H,(blank)
0,2505936509,0,0,AimBig Employment HORNSBY,0212898K,AALL
0,5961273909,0,3,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,4553933109,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,2609207509,0,4,AimBig Employment ROCKDALE,0212855K,AALL
0,13572200,0,4,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,1224003609,0,5,AimBig Employment MARRICKVILLE,0212900K,AALL
0,5621220003,0,4,AimBig Employment ROCKDALE,0212855K,AALL
0,2549872309,0,4,AimBig Employment HURSTVILLE,0212855K,AALL
0,7248094209,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,2343750,0,5,AimBig Employment AUBURN,0212841E,AALL
0,7993080009,0,0,AimBig Employment KANWAL,0212812K,AALL
0,6815861609,0,5,AimBig Employment GOSFORD,0212812K,AALL
0,9158232109,0,5,AimBig Employment GOSFORD,0212881B,AALL
0,9739509509,0,3,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,4099099709,0,4,AimBig Employment TAMWORTH,0212883D,(blank)
0,4871686509,0,6,AimBig Employment WOY WOY,0212881B,AALL
0,202067809,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,2903220,0,8,AimBig Employment DALBY,0212897K,AALL
0,8653922309,0,4,AimBig Employment DEVONPORT,0212868E,MENH
0,3176605909,0,5,AimBig Employment DALBY,0212897K,AALL
0,6141811709,0,8,AimBig Employment INVERELL,0212889K,AALL
0,795616509,0,4,AimBig Employment DEAKIN,0212835G,(blank)
0,8234262509,0,8,AimBig Employment LIVERPOOL,0212848A,AALL
0,3653002309,0,6,AimBig Employment THE ENTRANCE,0212881B,AALL
0,377927209,0,3,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,1377338709,0,4,AimBig Employment CALOUNDRA,0212874C,(blank)
0,3284971509,0,0,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,1130094409,0,0,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,1882447019,0,3,AimBig Employment LISMORE,0212890C,(blank)
0,6169129109,0,0,AimBig Employment BERRIMAH,0212830B,AALL
0,5242400,0,4,AimBig Employment PARRAMATTA,0212841E,AALL
0,8710664709,0,2,AimBig Employment MAITLAND,0212882C,AALL
0,754763609,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,114313003,0,3,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,5006620809,0,3,AimBig Employment HOBART,0212861J,AALL
0,9115475004,0,0,AimBig Employment GLEN INNES,0212889K,AALL
0,7761148409,0,4,AimBig Employment FAIRFIELD,0212899A,AALL
0,773700909,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,3022615003,0,4,AimBig Employment FAIRFIELD,0212844H,AALL
0,471640003,0,3,AimBig Employment GLEN INNES,0212828H,AALL
0,6512806309,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,6621610009,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,1625582109,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,8084184909,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,2461012004,0,6,AimBig Employment BURWOOD,0212846K,MENH
0,54946909,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,4869522309,0,3,AimBig Employment BERRIMAH,0212830B,AALL
0,9038643009,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,4008232909,0,8,AimBig Employment INALA,0212797F,(blank)
0,6289630007,0,3,AimBig Employment BENDIGO,0212894G,AALL
0,959432003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,869326109,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,2479607509,0,8,AimBig Employment CORIO,0212862K,AALL
0,2624963909,0,8,AimBig Employment PROSPECT,0212789F,(blank)
0,9810398609,0,8,AimBig Employment PROSPECT,0212790K,MUSK
0,4486311003,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,8777582709,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,6362104019,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,5812084509,0,8,AimBig Employment AUBURN,0212898K,AALL
0,4867610709,0,5,AimBig Employment HURSTVILLE,0212904D,AALL
0,1129460,0,0,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,6031192809,0,3,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,1667252609,0,4,AimBig Employment ROCKDALE,0212855K,AALL
0,4645250509,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,1703511609,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,7475791004,0,3,AimBig Employment NORTH LAKES,0212879H,AALL
0,4452300008,0,0,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,306053509,0,8,AimBig Employment WYONG,0212881B,AALL
0,1590197003,0,4,AimBig Employment THE ENTRANCE,0212812K,AALL
0,3074823019,0,8,AimBig Employment LISMORE,0212890C,(blank)
0,1707313509,0,4,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,1779582909,0,0,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,3433365003,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,967582009,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,455367509,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,5179975509,0,4,AimBig Employment FAIRFIELD,0212899A,AALL
0,9897819009,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,4711135509,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,1896590003,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,3970086209,0,3,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,2889128909,0,4,AimBig Employment LIVERPOOL,0212848A,AALL
0,4111178509,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,3378072003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,4668686609,0,8,AimBig Employment HOBART,0212892E,(blank)
0,4091940,0,8,AimBig Employment BROADMEADOW,0212884E,AALL
0,7383930309,0,8,AimBig Employment LIVERPOOL,0212848A,AALL
