,Job_Seeker_ID,Num_13,Den_13,Site_Name,Contract_ID,specialist_site_type_code
0,6321745209,0,2,AimBig Employment ROCKHAMPTON CITY,0212801H,MUSK
0,8909311004,0,5,AimBig Employment NORTH LAKES,0212879H,AALL
0,9931144119,0,2,AimBig Employment KANWAL,0212881B,AALL
0,608930006,0,0,AimBig Employment HOBART,0212861J,AALL
0,1294682809,0,8,AimBig Employment FRANKSTON,0212818F,MENH
0,9880670004,0,1,AimBig Employment CALOUNDRA,0212874C,(blank)
0,2839763019,0,2,AimBig Employment DARLINGHURST,0212845J,AALL
0,5708884003,0,4,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,7552405004,0,0,AimBig Employment MITCHELTON,0212879H,AALL
0,7735781809,0,6,AimBig Employment TOOWONG,0212795D,AALL
0,188993709,0,2,AimBig Employment FRANKSTON,0212818F,MENH
0,270992019,0,0,AimBig Employment MIRANDA,0212904D,AALL
0,1446951019,0,2,AimBig Employment EPPING,0212820K,MENH
0,1788056609,0,2,AimBig Employment BERRIMAH,0212891D,AALL
0,6249294709,0,3,AimBig Employment LISMORE,0212829J,AALL
0,5923749019,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,3842317019,0,2,AimBig Employment ROSNY PARK,0212892E,(blank)
0,3070620,0,2,AimBig Employment SURRY HILLS,0212845J,AALL
0,4446261809,0,0,AimBig Employment JOONDALUP,0212833E,MENH
0,368814003,0,0,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,332894007,0,2,AimBig Employment SUNSHINE WEST,0212822B,MENH
0,6114637409,0,2,AimBig Employment MACKAY,0212803K,MUSK
0,8961024119,0,4,AimBig Employment MACKAY,0212802J,MENH
0,6163013019,0,6,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,2714330,0,0,AimBig Employment CHERMSIDE,0212795D,AALL
0,813387003,0,2,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,7217375003,0,2,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,387207909,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,149284709,0,0,Aimbig Employment LAUNCESTON,0212865B,(blank)
0,5877875609,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,8253094003,0,6,AimBig Employment INGLEBURN,0212902B,AALL
0,3948810,0,2,AimBig Employment MOONEE PONDS,0212886G,AALL
0,741954409,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,5047581809,0,4,AimBig Employment DALBY,0212838K,AALL
0,2919573609,0,1,AimBig Employment FRANKSTON,0212818F,MENH
0,678712003,0,4,AimBig Employment PARRAMATTA,0212898K,AALL
0,9904456309,0,2,AimBig Employment TAYLORS LAKES,0212822B,MENH
0,1833325019,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,6174075809,0,8,AimBig Employment GOSFORD,0212881B,AALL
0,7147013019,0,2,AimBig Employment KANWAL,0212881B,AALL
0,2794884609,0,4,AimBig Employment KANWAL,0212881B,AALL
0,4319461004,0,0,AimBig Employment DALBY,0212838K,AALL
0,3137600,0,2,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,4357104109,0,0,AimBig Employment CHERMSIDE,0212879H,AALL
0,502989609,0,2,AimBig Employment HYDE PARK,0212804K,MENH
0,327533004,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,3660591809,0,0,,,
0,2238901019,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,571055019,0,2,AimBig Employment BURWOOD,0212846K,MENH
0,669755019,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,5223910909,0,2,AimBig Employment MARRICKVILLE,0212845J,AALL
0,5425039609,0,2,AimBig Employment EPPING,0212821A,MUSK
0,4151740004,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,1950177209,0,0,AimBig Employment CALOUNDRA,0212874C,(blank)
0,1866105003,0,2,AimBig Employment EPPING,0212820K,MENH
0,8239389409,0,6,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,597760,0,8,AimBig Employment THE ENTRANCE,0212881B,AALL
0,376001609,0,4,AimBig Employment BERRIMAH,0212891D,AALL
0,4108380,0,4,AimBig Employment GOSFORD,0212881B,AALL
0,3884430,0,2,AimBig Employment JOONDALUP,0212833E,MENH
0,611112003,0,8,AimBig Employment HURSTVILLE,0212904D,AALL
0,720990,0,2,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,901786509,0,0,AimBig Employment BANKSTOWN,0212840D,MUSK
0,1504135509,0,2,AimBig Employment SURRY HILLS,0212845J,AALL
0,607428003,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,382770,0,1,AimBig Employment CAMPSIE,0212840D,MUSK
0,3111647209,0,1,AimBig Employment TAMWORTH,0212814B,AALL
0,1904939409,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,9683012009,0,0,AimBig Employment MILDURA,0212866C,MENH
0,8870591209,0,0,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,4260190,0,2,AimBig Employment MELBOURNE,0212824D,(blank)
0,2392881709,0,0,AimBig Employment GLENORCHY,0212861J,AALL
0,2626182309,0,1,AimBig Employment INVERELL,0212828H,AALL
0,5634780008,0,4,AimBig Employment GUNNEDAH,0212814B,AALL
0,182003119,0,4,AimBig Employment MAITLAND,0212882C,AALL
0,2501102003,0,1,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,174214509,0,0,,,
0,8969107009,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,9962285509,0,2,AimBig Employment MOONEE PONDS,0212817E,AALL
0,625992003,0,3,AimBig Employment GUNNEDAH,0212814B,AALL
0,367232609,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,7860059609,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,1002926009,0,4,AimBig Employment BURWOOD,0212846K,MENH
0,9916005019,0,1,AimBig Employment BROADMEADOWS,0212817E,AALL
0,3390730119,0,0,AimBig Employment THE ENTRANCE,0212881B,AALL
0,851337019,0,2,AimBig Employment JOONDALUP,0212834F,(blank)
0,81464909,0,1,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,1725018509,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,4825510005,0,0,AimBig Employment PROSPECT,0212790K,MUSK
0,2161404019,0,3,AimBig Employment MOONEE PONDS,0212886G,AALL
0,6664240709,0,2,AimBig Employment BROOKVALE,0212852H,(blank)
0,3085621003,0,0,AimBig Employment LEICHHARDT,0212900K,AALL
0,4627510003,0,0,AimBig Employment MIRANDA,0212855K,AALL
0,491761119,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,2379772109,0,4,AimBig Employment DALBY,0212897K,AALL
0,6858543909,0,8,AimBig Employment KANWAL,0212881B,AALL
0,6711764119,0,3,AimBig Employment HURSTVILLE,0212904D,AALL
0,3667644109,0,3,AimBig Employment BROADMEADOW,0212884E,AALL
0,1766432019,0,0,AimBig Employment WERRIBEE,0212822B,MENH
0,5319303909,0,3,AimBig Employment MELBOURNE,0212824D,(blank)
0,7403257019,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5708057109,0,2,AimBig Employment MOONEE PONDS,0212817E,AALL
0,757760019,0,0,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,7144980709,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,988856109,0,0,AimBig Employment CHERMSIDE,0212795D,AALL
0,8989064909,0,6,AimBig Employment LEICHHARDT,0212900K,AALL
0,9724312309,0,0,AimBig Employment LEICHHARDT,0212845J,AALL
0,6911781509,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,3186417909,0,3,AimBig Employment ROCKHAMPTON CITY,0212801H,MUSK
0,8617914003,0,3,AimBig Employment BANKSTOWN,0212840D,MUSK
0,8413580003,0,3,AimBig Employment NAMBUCCA HEADS,0212826F,AALL
0,3153500,0,3,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,9535637309,0,5,AimBig Employment MOONEE PONDS,0212817E,AALL
0,5009784003,0,0,AimBig Employment LISMORE,0212829J,AALL
0,96069709,0,3,AimBig Employment BANKSTOWN,0212839K,MENH
0,5577861409,0,4,AimBig Employment SYDNEY,0212900K,AALL
0,3618890,0,5,AimBig Employment AUBURN,0212898K,AALL
0,590632109,0,3,AimBig Employment CHINCHILLA,0212838K,AALL
0,5152793003,0,8,AimBig Employment ROCKHAMPTON CITY,0212801H,MUSK
0,61780,0,0,AimBig Employment PARRAMATTA,0212898K,AALL
0,615551509,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,1956075009,0,4,AimBig Employment DALBY,0212897K,AALL
0,7554839009,0,3,AimBig Employment FAIRFIELD,0212844H,AALL
0,1701831809,0,8,AimBig Employment SURRY HILLS,0212900K,AALL
0,236674909,0,3,AimBig Employment MARRICKVILLE,0212900K,AALL
0,4927557609,0,6,AimBig Employment NORTH LAKES,0212795D,AALL
0,6000820909,0,3,AimBig Employment PARRAMATTA,0212898K,AALL
0,6274857709,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,845971809,0,3,AimBig Employment AUBURN,0212898K,AALL
0,3556630809,0,4,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,762328019,0,2,AimBig Employment TOOWONG,0212879H,AALL
0,396018209,0,4,AimBig Employment MACKAY,0212802J,MENH
0,9455821019,0,4,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,8887508209,0,8,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,2342289709,0,3,AimBig Employment WARRNAMBOOL,0212864A,MUSK
0,6318074609,0,0,AimBig Employment HEIDELBERG,0212820K,MENH
0,1380559109,0,0,AimBig Employment DALBY,0212897K,AALL
0,2564677109,0,8,AimBig Employment MAITLAND,0212882C,AALL
0,3915403003,0,3,AimBig Employment BANKSTOWN,0212839K,MENH
0,4600481609,0,8,AimBig Employment PARRAMATTA,0212841E,AALL
0,870021008,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,7403431809,0,6,AimBig Employment LEICHHARDT,0212900K,AALL
0,159910409,0,3,AimBig Employment BURWOOD,0212847K,MUSK
0,254857309,0,5,AimBig Employment CABRAMATTA,0212844H,AALL
0,651832019,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,403641009,0,3,AimBig Employment HEIDELBERG,0212821A,MUSK
0,79472509,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,1153295007,0,3,AimBig Employment EPPING,0212820K,MENH
0,3841020,0,5,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,696892007,0,6,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,2083150,0,3,AimBig Employment SURRY HILLS,0212845J,AALL
0,772517909,0,3,AimBig Employment LEICHHARDT,0212900K,AALL
0,9925143509,0,3,AimBig Employment CHINCHILLA,0212897K,AALL
0,6276870007,0,0,AimBig Employment GLEN INNES,0212889K,AALL
0,8942128509,0,0,AimBig Employment HEIDELBERG,0212820K,MENH
0,4073590,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,305172019,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5039124609,0,3,AimBig Employment TAMWORTH,0212814B,AALL
0,5451943409,0,0,AimBig Employment THE ENTRANCE,0212881B,AALL
0,8091570119,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,5740113709,0,5,AimBig Employment MOONEE PONDS,0212886G,AALL
0,9728680007,0,8,AimBig Employment BALLARAT CENTRAL,0212859D,MENH
0,6010764007,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,7088411809,0,0,AimBig Employment BANKSTOWN,0212839K,MENH
0,2758041809,0,8,AimBig Employment INGLEBURN,0212902B,AALL
0,6311472909,0,6,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5373101709,0,5,AimBig Employment CORIO,0212862K,AALL
0,8363140409,0,0,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,2011074003,0,2,AimBig Employment THE ENTRANCE,0212812K,AALL
0,5110447019,0,0,AimBig Employment GUNNEDAH,0212883D,(blank)
0,2850652209,0,6,AimBig Employment TOOWONG,0212795D,AALL
0,5423882609,0,8,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,5558485019,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,313620709,0,3,AimBig Employment MIRANDA,0212904D,AALL
0,3175166709,0,3,AimBig Employment TOOWONG,0212879H,AALL
0,1986284007,0,0,AimBig Employment BENDIGO,0212894G,AALL
0,4597760309,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,3503465509,0,0,AimBig Employment DARLINGHURST,0212845J,AALL
0,6322960007,0,0,AimBig Employment SALE,0212876E,(blank)
0,9245087209,0,3,AimBig Employment CHINCHILLA,0212897K,AALL
0,1114600809,0,0,AimBig Employment THE ENTRANCE,0212881B,AALL
0,9951406609,0,5,AimBig Employment SURRY HILLS,0212900K,AALL
0,3588772609,0,5,AimBig Employment BROADMEADOWS,0212886G,AALL
0,4112330,0,4,AimBig Employment FRANKSTON,0212818F,MENH
0,1108590005,0,4,AimBig Employment PROSPECT,0212789F,(blank)
0,3186915809,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,500931409,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,652051509,0,2,AimBig Employment SURRY HILLS,0212900K,AALL
0,9033242004,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,5769835409,0,5,AimBig Employment MOONEE PONDS,0212886G,AALL
0,7006568909,0,8,AimBig Employment WYONG,0212881B,AALL
0,8831963019,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,864624409,0,6,AimBig Employment BANKSTOWN,0212839K,MENH
0,7821150008,0,3,AimBig Employment ROCKINGHAM,0212831C,MENH
0,2161626007,0,2,AimBig Employment SUNSHINE WEST,0212823C,MUSK
0,1309241609,0,0,AimBig Employment BANKSTOWN,0212840D,MUSK
0,1762608809,0,0,AimBig Employment ROCKDALE,0212904D,AALL
0,3004650,0,3,AimBig Employment TIWI,0212830B,AALL
0,4347461109,0,2,AimBig Employment DEVONPORT,0212869F,MUSK
0,3960442003,0,6,AimBig Employment PARRAMATTA,0212898K,AALL
0,5026831003,0,0,AimBig Employment SYDNEY,0212900K,AALL
0,4516580,0,4,AimBig Employment GOSFORD,0212881B,AALL
0,9000692509,0,0,AimBig Employment TAMWORTH,0212814B,AALL
0,37997003,0,5,AimBig Employment MARRICKVILLE,0212900K,AALL
0,2289512609,0,3,AimBig Employment TOOWONG,0212879H,AALL
0,539650809,0,6,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,3547523109,0,3,AimBig Employment BURWOOD,0212847K,MUSK
0,6167997909,0,8,AimBig Employment INVERELL,0212889K,AALL
0,7156147509,0,3,AimBig Employment BANKSTOWN,0212840D,MUSK
0,8918718809,0,8,AimBig Employment WERRIBEE,0212822B,MENH
0,9414016007,0,5,AimBig Employment MOONEE PONDS,0212817E,AALL
0,7868729409,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,8621779809,0,3,AimBig Employment NORTH LAKES,0212879H,AALL
0,1279233909,0,0,AimBig Employment ETTALONG BEACH,0212812K,AALL
0,3664440,0,0,AimBig Employment TOOWONG,0212795D,AALL
0,9021244709,0,4,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,9625918909,0,2,AimBig Employment AUBURN,0212898K,AALL
0,7446159709,0,0,AimBig Employment ROSNY PARK,0212861J,AALL
0,515141809,0,8,AimBig Employment FRANKSTON,0212818F,MENH
0,1112967009,0,3,AimBig Employment DEVONPORT,0212868E,MENH
0,4472183119,0,3,AimBig Employment PARRAMATTA,0212898K,AALL
0,695723709,0,3,AimBig Employment TOOWONG,0212879H,AALL
0,5025332007,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,1016736909,0,3,AimBig Employment BROADMEADOWS,0212886G,AALL
0,8400252003,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,938874809,0,0,AimBig Employment WYONG,0212812K,AALL
0,659293809,0,3,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,5929792809,0,3,AimBig Employment WERRIBEE,0212822B,MENH
0,2211241109,0,3,AimBig Employment GOSFORD,0212812K,AALL
0,8658741509,0,4,AimBig Employment TAMWORTH,0212883D,(blank)
0,8331934809,0,4,AimBig Employment MIRANDA,0212904D,AALL
0,1215172709,0,6,AimBig Employment MIRANDA,0212855K,AALL
0,978281809,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,9442318209,0,2,AimBig Employment MOONEE PONDS,0212817E,AALL
0,8218591003,0,4,AimBig Employment FAIRFIELD,0212899A,AALL
0,922629509,0,0,AimBig Employment TAMWORTH,0212883D,(blank)
0,9073918709,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,3773384909,0,3,AimBig Employment PARRAMATTA,0212898K,AALL
0,9571913809,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,6539531005,0,8,AimBig Employment ETTALONG BEACH,0212812K,AALL
0,1509420,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,2579976809,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,1496550,0,0,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,5520902109,0,3,AimBig Employment BROADMEADOW,0212884E,AALL
0,2160608609,0,6,AimBig Employment FAIRFIELD,0212899A,AALL
0,938250,0,3,AimBig Employment TOOWONG,0212795D,AALL
0,3092110,0,2,AimBig Employment TOOWONG,0212795D,AALL
0,7482856509,0,3,AimBig Employment PARRAMATTA,0212841E,AALL
0,2838316007,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,1275455004,0,5,AimBig Employment NORTH LAKES,0212795D,AALL
0,707324809,0,0,AimBig Employment LIVERPOOL,0212901A,AALL
0,3518664809,0,4,AimBig Employment PARRAMATTA,0212898K,AALL
0,725150,0,5,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,1865190,0,2,AimBig Employment AUBURN,0212898K,AALL
0,1237048409,0,0,AimBig Employment WYONG,0212881B,AALL
0,4128040,0,8,AimBig Employment PENRITH,0212903C,(blank)
0,7736521003,0,0,AimBig Employment SURRY HILLS,0212845J,AALL
0,4791703119,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,7095938809,0,2,Aimbig Employment LAUNCESTON,0212865B,(blank)
0,8214954009,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,2356846409,0,6,AimBig Employment GOSFORD,0212881B,AALL
0,1809098409,0,0,AimBig Employment FRANKSTON,0212819G,MUSK
0,8897590004,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,5351086003,0,0,AimBig Employment HURSTVILLE,0212855K,AALL
0,8538913209,0,4,AimBig Employment GLEN INNES,0212828H,AALL
0,9390682019,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,7197958109,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,4333083019,0,3,AimBig Employment MAITLAND,0212882C,AALL
0,125958509,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,1279561209,0,0,AimBig Employment Pty Ltd GEELONG,0212895H,AALL
0,4862873019,0,6,AimBig Employment FAIRFIELD,0212844H,AALL
0,619883909,0,0,AimBig Employment UPPER MOUNT GRAVATT,0212797F,(blank)
0,1841477909,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,651806309,0,0,AimBig Employment WOLLONGONG,0212857B,MUSK
0,3245767609,0,8,AimBig Employment GLENORCHY,0212861J,AALL
0,9385012809,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,4375600,0,6,AimBig Employment CORIO,0212895H,AALL
0,6321830609,0,6,AimBig Employment TOOWONG,0212795D,AALL
0,7446240004,0,1,AimBig Employment NORTH LAKES,0212795D,AALL
0,5524358009,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,426909609,0,0,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,8427270003,0,3,AimBig Employment BURLEIGH HEADS,0212794C,(blank)
0,3126820007,0,8,AimBig Employment CAMPSIE,0212839K,MENH
0,2734417909,0,6,AimBig Employment TIWI,0212891D,AALL
0,5325860009,0,0,AimBig Employment JOONDALUP,0212834F,(blank)
0,6173228009,0,3,AimBig Employment SURRY HILLS,0212900K,AALL
0,9673198909,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,4316960,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,2141373119,0,3,AimBig Employment FRANKSTON,0212818F,MENH
0,5050094003,0,3,AimBig Employment MARRICKVILLE,0212900K,AALL
0,8826118809,0,4,AimBig Employment LEICHHARDT,0212900K,AALL
0,831936309,0,3,AimBig Employment EPPING,0212821A,MUSK
0,315064609,0,3,AimBig Employment NAMBUCCA HEADS,0212826F,AALL
0,7657922609,0,5,AimBig Employment NORTH LAKES,0212795D,AALL
0,8446667809,0,6,AimBig Employment MOONEE PONDS,0212817E,AALL
0,5890661004,0,6,AimBig Employment TOOWONG,0212879H,AALL
0,3839530409,0,0,AimBig Employment TAMWORTH,0212883D,(blank)
0,733310809,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,645210007,0,4,AimBig Employment BROADMEADOWS,0212817E,AALL
0,5526411008,0,5,AimBig Employment ROCKINGHAM,0212831C,MENH
0,8777394609,0,3,AimBig Employment ORANGE,0212873B,MUSK
0,4784002809,0,0,AimBig Employment BROADMEADOWS,0212886G,AALL
0,8493654609,0,5,AimBig Employment KANWAL,0212881B,AALL
0,361981209,0,6,AimBig Employment MOONEE PONDS,0212817E,AALL
0,2033659409,0,0,AimBig Employment BROADMEADOW,0212815C,AALL
0,923303003,0,4,AimBig Employment BURWOOD,0212847K,MUSK
0,596221609,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,4847826709,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,1835076609,0,4,AimBig Employment PARRAMATTA,0212841E,AALL
0,3940645809,0,8,AimBig Employment BURWOOD,0212847K,MUSK
0,8669025609,0,8,AimBig Employment MIRANDA,0212904D,AALL
0,4201327609,0,3,AimBig Employment HOBART,0212892E,(blank)
0,7838251003,0,3,AimBig Employment PENRITH,0212903C,(blank)
0,135970,0,5,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,6027122008,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,3956771709,0,3,AimBig Employment MAITLAND,0212882C,AALL
0,3638640004,0,6,AimBig Employment DALBY,0212838K,AALL
0,7621818003,0,4,AimBig Employment BROOKVALE,0212852H,(blank)
0,4642693709,0,0,AimBig Employment GLENORCHY,0212861J,AALL
0,7752725003,0,4,AimBig Employment INVERELL,0212828H,AALL
0,5114405109,0,0,AimBig Employment Pty Ltd RESERVOIR,0212820K,MENH
0,1629984004,0,2,AimBig Employment FRANKSTON,0212818F,MENH
0,8756227109,0,8,AimBig Employment GLEN INNES,0212889K,AALL
0,4349607609,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,4988111209,0,2,AimBig Employment CHINCHILLA,0212897K,AALL
0,3989220005,0,0,AimBig Employment HEIDELBERG,0212821A,MUSK
0,2879996909,0,8,AimBig Employment LEICHHARDT,0212900K,AALL
0,6303371309,0,4,AimBig Employment SURRY HILLS,0212900K,AALL
0,1032642909,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,1019420,0,8,AimBig Employment WERRIBEE,0212822B,MENH
0,762423007,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,1748832003,0,8,AimBig Employment SURRY HILLS,0212900K,AALL
0,8981511004,0,6,AimBig Employment NORTH LAKES,0212879H,AALL
0,2981169309,0,2,AimBig Employment MOONEE PONDS,0212817E,AALL
0,8524430008,0,0,AimBig Employment AITKENVALE,0212804K,MENH
0,3597361003,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,8300953007,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,433401709,0,8,AimBig Employment CAMPSIE,0212840D,MUSK
0,396060019,0,6,AimBig Employment DALBY,0212838K,AALL
0,7692234109,0,4,AimBig Employment MIRANDA,0212904D,AALL
0,7842370004,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,1371257019,0,3,AimBig Employment CHERMSIDE,0212879H,AALL
0,9499328709,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,6010314209,0,8,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,6997961609,0,5,AimBig Employment GOSFORD,0212881B,AALL
0,7009031019,0,8,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,2271211509,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,563800,0,4,AimBig Employment SYDNEY,0212900K,AALL
0,7935743003,0,3,AimBig Employment BROADMEADOW,0212815C,AALL
0,758735009,0,3,AimBig Employment FRANKSTON,0212818F,MENH
0,8195891005,0,8,AimBig Employment FRANKSTON,0212818F,MENH
0,9379701809,0,8,AimBig Employment MIRANDA,0212855K,AALL
0,160528309,0,5,AimBig Employment MOONEE PONDS,0212886G,AALL
0,7614251909,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,9278535007,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,7573630019,0,3,AimBig Employment TOOWONG,0212795D,AALL
0,9137089909,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,9620951008,0,8,AimBig Employment JOONDALUP,0212833E,MENH
0,579790003,0,3,AimBig Employment CAMPSIE,0212840D,MUSK
0,8782238003,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,6777749809,0,0,AimBig Employment PENRITH,0212850F,AALL
0,1708180008,0,6,AimBig Employment JOONDALUP,0212833E,MENH
0,377456709,0,0,AimBig Employment CORIO,0212895H,AALL
0,6023922003,0,2,AimBig Employment THE ENTRANCE,0212812K,AALL
0,3907070,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,6094030209,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,7008061004,0,8,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,6164843509,0,3,AimBig Employment THE ENTRANCE,0212812K,AALL
0,4799490909,0,8,AimBig Employment THE ENTRANCE,0212812K,AALL
0,2809016109,0,0,AimBig Employment TAMWORTH,0212814B,AALL
0,7943844409,0,5,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,253015003,0,3,AimBig Employment HUONVILLE,0212892E,(blank)
0,3530290,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,964353609,0,4,AimBig Employment TAMWORTH,0212814B,AALL
0,26881809,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,5478067003,0,5,AimBig Employment GUNNEDAH,0212883D,(blank)
0,121621119,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,6974256909,0,0,AimBig Employment HOBART,0212861J,AALL
0,4861443409,0,4,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,7438466409,0,0,AimBig Employment ROCKINGHAM,0212831C,MENH
0,672520007,0,5,AimBig Employment FRANKSTON,0212818F,MENH
0,3043422909,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,4401190003,0,4,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,7608130004,0,4,AimBig Employment GLEN INNES,0212889K,AALL
0,3679937309,0,8,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,9513225709,0,3,AimBig Employment TAMWORTH,0212883D,(blank)
0,4560568709,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5668805509,0,4,AimBig Employment FRANKSTON,0212818F,MENH
0,267131019,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,298838909,0,4,AimBig Employment BROADMEADOW,0212815C,AALL
0,950144019,0,3,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,9823920709,0,5,AimBig Employment PENRITH,0212903C,(blank)
0,973558509,0,4,AimBig Employment WERRIBEE,0212822B,MENH
