,CONTRACT_ID,SITE_CODE,SPECIALTY_CD,SITE_NAME,PERFORMANCE_MEASURES,ALL_ORG_NAT_AVG,52_full_avg,52_path_avg,26_wrkast_avg,26_full_avg,26_path_avg,13_full_avg
80,0212789F,FV28,MENH,AimBig Employment MAYLANDS,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
83,0212789F,MO87,MENH,AimBig Employment PROSPECT,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
84,0212789F,MO87,MENH,AimBig Employment PROSPECT,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
85,0212789F,MO87,MENH,AimBig Employment PROSPECT,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
86,0212789F,FV28,MENH,AimBig Employment MAYLANDS,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
87,0212789F,FV28,MENH,AimBig Employment MAYLANDS,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
88,0212789F,FV18,MENH,AimBig Employment DULWICH,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
89,0212789F,FV18,MENH,AimBig Employment DULWICH,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
90,0212789F,FV28,MENH,AimBig Employment MAYLANDS,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
91,0212789F,FV18,MENH,AimBig Employment DULWICH,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
92,0212789F,FV28,MENH,AimBig Employment MAYLANDS,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
93,0212789F,FV18,MENH,AimBig Employment DULWICH,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
94,0212790K,FV18,MUSK,AimBig Employment DULWICH,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
95,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
96,0212789F,FV28,MENH,AimBig Employment MAYLANDS,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
97,0212789F,FV18,MENH,AimBig Employment DULWICH,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
98,0212789F,FV28,MENH,AimBig Employment MAYLANDS,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
99,0212790K,MO87,MUSK,AimBig Employment PROSPECT,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
102,0212790K,MO87,MUSK,AimBig Employment PROSPECT,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0212789F,MO87,MENH,AimBig Employment PROSPECT,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0212789F,MO87,MENH,AimBig Employment PROSPECT,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0212790K,MO87,MUSK,AimBig Employment PROSPECT,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0212789F,MO87,MENH,AimBig Employment PROSPECT,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
109,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0212790K,FV18,MUSK,AimBig Employment DULWICH,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0212790K,FV18,MUSK,AimBig Employment DULWICH,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0212789F,FV28,MENH,AimBig Employment MAYLANDS,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0212789F,FV18,MENH,AimBig Employment DULWICH,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0212789F,FV28,MENH,AimBig Employment MAYLANDS,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0212789F,FV18,MENH,AimBig Employment DULWICH,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0212789F,FV18,MENH,AimBig Employment DULWICH,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
122,0212789F,FV18,MENH,AimBig Employment DULWICH,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
123,0212790K,FV18,MUSK,AimBig Employment DULWICH,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
124,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
125,0212790K,FV18,MUSK,AimBig Employment DULWICH,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
126,0212789F,FV28,MENH,AimBig Employment MAYLANDS,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
127,0212789F,FV18,MENH,AimBig Employment DULWICH,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
130,0212789F,MO87,MENH,AimBig Employment PROSPECT,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
133,0212790K,MO87,MUSK,AimBig Employment PROSPECT,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
134,0212789F,MO87,MENH,AimBig Employment PROSPECT,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
137,0212789F,MO87,MENH,AimBig Employment PROSPECT,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
138,0212789F,MO87,MENH,AimBig Employment PROSPECT,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
140,0212790K,MO87,MUSK,AimBig Employment PROSPECT,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
141,0212790K,MO87,MUSK,AimBig Employment PROSPECT,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
142,0212790K,MO87,MUSK,AimBig Employment PROSPECT,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
145,0212790K,MO87,MUSK,AimBig Employment PROSPECT,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
146,0212790K,MO87,MUSK,AimBig Employment PROSPECT,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
148,0212790K,MO87,MUSK,AimBig Employment PROSPECT,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
149,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
150,0212790K,FV18,MUSK,AimBig Employment DULWICH,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
151,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
152,0212790K,FV18,MUSK,AimBig Employment DULWICH,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
153,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
154,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
155,0212790K,FV18,MUSK,AimBig Employment DULWICH,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
156,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
157,0212790K,FV18,MUSK,AimBig Employment DULWICH,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
158,0212790K,FV28,MUSK,AimBig Employment MAYLANDS,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
159,0212790K,FV18,MUSK,AimBig Employment DULWICH,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
220,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
230,0212792A,MO77,MUSK,AimBig Employment MILE END,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
231,0212792A,MO77,MUSK,AimBig Employment MILE END,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
232,0212792A,MO77,MUSK,AimBig Employment MILE END,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
233,0212792A,MO77,MUSK,AimBig Employment MILE END,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
234,0212792A,MO77,MUSK,AimBig Employment MILE END,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
235,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
236,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
237,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
238,0212792A,MO77,MUSK,AimBig Employment MILE END,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0212791K,MO77,MENH,AimBig Employment MILE END,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0212792A,MO77,MUSK,AimBig Employment MILE END,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
245,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
246,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
247,0212792A,FW58,MUSK,AimBig Employment Pty Ltd. SEATON,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
248,0212792A,MO77,MUSK,AimBig Employment MILE END,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
258,0212792A,MO77,MUSK,AimBig Employment MILE END,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
259,0212792A,MO77,MUSK,AimBig Employment MILE END,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
260,0212791K,MO77,MENH,AimBig Employment MILE END,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
261,0212791K,MO77,MENH,AimBig Employment MILE END,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
262,0212791K,MO77,MENH,AimBig Employment MILE END,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
263,0212791K,MO77,MENH,AimBig Employment MILE END,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
264,0212791K,MO77,MENH,AimBig Employment MILE END,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
265,0212791K,MO77,MENH,AimBig Employment MILE END,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
269,0212791K,MO77,MENH,AimBig Employment MILE END,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0212791K,MO77,MENH,AimBig Employment MILE END,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
271,0212791K,MO77,MENH,AimBig Employment MILE END,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
272,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
273,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
274,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
275,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
276,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
277,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
278,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
279,0212791K,FW58,MENH,AimBig Employment Pty Ltd. SEATON,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
390,0212794C,FR58,MUSK,AimBig Employment NERANG,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
391,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
392,0212794C,FR58,MUSK,AimBig Employment NERANG,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
393,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
394,0212794C,FR58,MUSK,AimBig Employment NERANG,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
395,0212794C,FR58,MUSK,AimBig Employment NERANG,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,0212794C,FR58,MUSK,AimBig Employment NERANG,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
400,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
403,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0212794C,FR58,MUSK,AimBig Employment NERANG,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
408,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
409,0212794C,FR58,MUSK,AimBig Employment NERANG,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
410,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
411,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
412,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
413,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
414,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
415,0212793B,FR58,MENH,AimBig Employment NERANG,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
416,0212793B,FR58,MENH,AimBig Employment NERANG,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
417,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
418,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
419,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
420,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
421,0212793B,FR58,MENH,AimBig Employment NERANG,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
422,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
423,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
424,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
425,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
433,0212793B,FR58,MENH,AimBig Employment NERANG,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
434,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
435,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
436,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
437,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
438,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
439,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
440,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
441,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
442,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
443,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
444,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
445,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
446,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0212793B,N687,MENH,AimBig Employment BURLEIGH HEADS,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
455,0212793B,MO67,MENH,AimBig Employment SURFERS PARADISE,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
456,0212794C,FR58,MUSK,AimBig Employment NERANG,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
457,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
458,0212794C,FU98,MUSK,AimBig Employment SOUTHPORT,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
459,0212794C,FR58,MUSK,AimBig Employment NERANG,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
460,0212794C,FR58,MUSK,AimBig Employment NERANG,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
461,0212793B,FR58,MENH,AimBig Employment NERANG,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,0212793B,FR58,MENH,AimBig Employment NERANG,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
466,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
467,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
468,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
469,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
472,0212793B,FX58,MENH,AimBig Employment Pty Ltd SOUTHPORT,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
473,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
474,0212793B,FR58,MENH,AimBig Employment NERANG,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
475,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
476,0212793B,FR58,MENH,AimBig Employment NERANG,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
477,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
478,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
479,0212793B,FR58,MENH,AimBig Employment NERANG,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
480,0212793B,FR58,MENH,AimBig Employment NERANG,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
481,0212793B,FU98,MENH,AimBig Employment SOUTHPORT,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
489,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
490,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
491,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
492,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
493,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
494,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
495,0212794C,N687,MUSK,AimBig Employment BURLEIGH HEADS,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
496,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
497,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
498,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
499,0212794C,MO67,MUSK,AimBig Employment SURFERS PARADISE,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
640,0212879H,FU88,AALL,AimBig Employment STRATHPINE,26 Week Full Outcomes,21.5,0.0,0.0,0.0,21.5,0.0,0.0
641,0212879H,MK97,AALL,AimBig Employment NORTH LAKES,26 Week Bonus Outcomes,74.3,0.0,0.0,0.0,0.0,0.0,0.0
642,0212879H,FU88,AALL,AimBig Employment STRATHPINE,26 Week Bonus Outcomes,74.3,0.0,0.0,0.0,0.0,0.0,0.0
643,0212879H,FU88,AALL,AimBig Employment STRATHPINE,52 Week Full Outcomes,17.2,17.2,0.0,0.0,0.0,0.0,0.0
