,CONTRACT_ID,SITE_CODE,SPECIALTY_CD,SITE_NAME,PERFORMANCE_MEASURES,ALL_ORG_NAT_AVG,52_full_avg,52_path_avg,26_wrkast_avg,26_full_avg,26_path_avg,13_full_avg
4794,0212840D,MM27,MUSK,AimBig Employment CAMPSIE,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4795,0212840D,MM37,MUSK,AimBig Employment BANKSTOWN,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,0212840D,MM37,MUSK,AimBig Employment BANKSTOWN,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,0212839K,MM27,MENH,AimBig Employment CAMPSIE,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
4804,0212839K,MM27,MENH,AimBig Employment CAMPSIE,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
4805,0212839K,MM27,MENH,AimBig Employment CAMPSIE,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
4806,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
4807,0212839K,MM27,MENH,AimBig Employment CAMPSIE,4 Week Outcomes,19.5,0.0,0.0,0.0,0.0,0.0,0.0
4808,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,13 Week Full Outcomes,24.0,0.0,0.0,0.0,0.0,0.0,24.0
4809,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
4810,0212839K,MM27,MENH,AimBig Employment CAMPSIE,26 Week Full Outcomes,22.8,0.0,0.0,0.0,22.8,0.0,0.0
4811,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
4812,0212839K,MM27,MENH,AimBig Employment CAMPSIE,52 Week Full Outcomes,15.7,15.7,0.0,0.0,0.0,0.0,0.0
4813,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,26 Week Bonus Outcomes,73.7,0.0,0.0,0.0,0.0,0.0,0.0
4814,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,26 Week Bonus Outcomes/Work Assist,71.9,0.0,0.0,71.9,0.0,0.0,0.0
4815,0212839K,MM27,MENH,AimBig Employment CAMPSIE,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
4816,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,52 Week Pathway Outcomes,1.1,0.0,1.1,0.0,0.0,0.0,0.0
4819,0212839K,MM27,MENH,AimBig Employment CAMPSIE,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,Ongoing Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,Work Assist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4822,0212839K,MM37,MENH,AimBig Employment BANKSTOWN,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
4823,0212839K,MM27,MENH,AimBig Employment CAMPSIE,26 Week Pathway Outcomes,1.2,0.0,0.0,0.0,0.0,1.2,0.0
