,index,Contract_ID,Site_Name,specialist_site_type_code,actual_13_full,actual_26_full,actual_26_path,actual_26_wrkast,actual_52_full,actual_52_path,exPer_13_full,exPer_26_full,exPer_26_path,exPer_26_wrkast,exPer_52_full,exPer_52_path,52_full_avg,52_path_avg,26_wrkast_avg,26_full_avg,26_path_avg,26_full,26_path,26_wrkast,52_full,52_path,13_full,26_comb,52_comb,13_full_avg,26_comb_avg,52_comb_avg,overall_perScore,overall_perScore_avg,star_rating_perc,star_rating
55,55,0212822B,AimBig Employment Pty Ltd MELTON,MENH,100.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.912,0.0,0.0,0.912,0.03808333333333333,0.0,0.912,0.9500833333333334,-4.008420314007545,3.0
56,56,0212822B,AimBig Employment Pty Ltd ST ALBANS,MENH,44.44444444444444,3.0303030303030303,0.0,0.5,3.0303030303030303,0.5,33.33333333333333,9.090909090909092,0.5,0.5,6.0606060606060606,0.5,3.0303030303030303,0.5,0.5,3.0303030303030303,0.0,0.3333333333333333,0.0,1.0,0.5,1.0,0.01788235294117689,0.0,1.14,0.912,0.0,0.026174890083048373,1.1578823529411768,0.9381748900830484,23.418604055655294,4.0
57,57,0212822B,AimBig Employment SUNSHINE,MENH,50.0,5.88235294117647,0.0,0.5,5.88235294117647,0.5,50.0,11.76470588235294,0.5,0.5,29.411764705882355,0.5,5.88235294117647,0.5,0.5,5.88235294117647,0.0,0.5,0.0,1.0,0.19999999999999998,1.0,0.0,1.828,0.45599999999999985,0.912,0.038591111111111104,0.0,2.284,0.9505911111111112,140.27155033359358,5.0
58,58,0212822B,AimBig Employment TAYLORS LAKES,MENH,100.0,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,200.0,1.0,1.0,1.0,1.0,0.90288,1.828,0.0,0.20976000000000003,1.828,0.0,2.73088,2.03776,34.01381909547738,4.0
59,59,0212822B,AimBig Employment WERRIBEE,MENH,7.6923076923076925,0.0,0.0,0.5,2.4390243902439024,0.5,15.384615384615385,0.5,0.5,0.5,7.317073170731707,0.5,2.4390243902439024,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,1.0,0.0,1.0967999999999998,1.14,0.912,0.0,0.12127659574468085,2.2367999999999997,1.0332765957446808,116.47640227328884,5.0
60,60,0212823C,AimBig Employment NEWPORT,MUSK,21.428571428571427,27.27272727272727,14.285714285714285,0.5,11.11111111111111,0.5,14.285714285714285,27.27272727272727,14.285714285714285,0.5,11.11111111111111,0.5,11.11111111111111,0.5,0.5,27.27272727272727,14.285714285714285,1.0,1.0,1.0,1.0,1.0,0.0,1.828,0.37999999999999995,0.3640718562874251,1.828,0.0,2.208,2.1920718562874253,0.7266250723893418,3.0
61,61,0212823C,AimBig Employment Pty Ltd MELTON,MUSK,50.0,7.6923076923076925,0.0,0.5,0.0,0.5,33.33333333333333,7.6923076923076925,33.33333333333333,0.5,18.75,0.5,0.0,0.5,0.5,7.6923076923076925,0.0,1.0,0.0,1.0,0.0,1.0,0.45600000000000024,1.828,0.0,0.912,0.623805,0.0,2.2840000000000003,1.535805,48.716796728751376,5.0
62,62,0212823C,AimBig Employment Pty Ltd ST ALBANS,MUSK,100.0,100.0,0.5,0.5,0.5,0.5,33.33333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,200.0,1.0,1.0,1.0,1.0,0.0045600000000000016,1.828,0.0,0.20976000000000003,1.828,0.0,1.83256,2.03776,-10.069880653266335,3.0
63,63,0212823C,AimBig Employment SUNSHINE,MUSK,100.0,11.11111111111111,0.0,0.5,11.11111111111111,0.5,50.0,11.11111111111111,0.5,0.5,11.11111111111111,0.5,11.11111111111111,0.5,0.5,11.11111111111111,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.912,0.0,0.03588377723970949,0.0,0.9478837772397095,-100.0,1.0
64,64,0212823C,AimBig Employment TAYLORS LAKES,MUSK,55.55555555555556,22.58064516129032,9.090909090909092,0.5,4.0,0.5,11.11111111111111,9.67741935483871,0.5,0.5,24.0,0.5,4.0,0.5,0.5,22.58064516129032,9.090909090909092,2.333333333333333,18.181818181818183,1.0,0.16666666666666666,1.0,0.17176547658041272,1.828,0.0,0.6474973375931842,1.828,0.0,1.9997654765804127,2.4754973375931844,-19.217627657612613,
65,65,0212823C,AimBig Employment WERRIBEE,MUSK,55.55555555555556,17.24137931034483,0.0,0.5,11.11111111111111,15.384615384615385,55.55555555555556,13.793103448275861,0.5,0.5,11.11111111111111,7.6923076923076925,11.11111111111111,15.384615384615385,0.5,17.24137931034483,0.0,1.2500000000000002,0.0,1.0,1.0,2.0,0.0,1.1425,1.14,0.691176755447942,0.0,1.14,2.2824999999999998,1.831176755447942,24.646623719382855,4.0
66,66,0212825E,AimBig Employment MELBOURNE,MUSK,76.92307692307693,30.434782608695656,0.0,0.5,7.6923076923076925,0.5,69.23076923076923,17.391304347826086,50.0,0.5,26.923076923076923,0.5,7.6923076923076925,0.5,0.5,30.434782608695656,0.0,1.7500000000000002,0.0,1.0,0.2857142857142857,1.0,0.0,1.828,0.1214527845036317,0.63637156563454,1.828,0.0,1.9494527845036318,2.46437156563454,-20.89452695816688,2.0
67,67,0212826F,AimBig Employment COFFS HARBOUR,AALL,23.076923076923077,14.285714285714285,0.0,0.5,4.0,0.5,19.230769230769234,7.142857142857142,33.33333333333333,0.5,12.0,0.5,4.0,0.5,0.5,14.285714285714285,0.0,2.0,0.0,1.0,0.3333333333333333,1.0,0.0,1.828,0.08444444444444454,0.912,0.986206,0.0,1.9124444444444446,1.898206,0.7501000652428953,3.0
68,68,0212826F,AimBig Employment NAMBUCCA HEADS,AALL,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.912,0.03808333333333333,0.0,0.0,0.9500833333333334,-100.0,1.0
69,69,0212828H,AimBig Employment GLEN INNES,AALL,100.0,11.11111111111111,0.0,0.5,0.0,0.5,100.0,0.5,100.0,0.5,0.5,0.5,0.0,0.5,0.5,11.11111111111111,0.0,22.22222222222222,0.0,1.0,0.0,1.0,0.0,1.828,0.0,0.912,0.8842949999999999,0.0,1.828,1.796295,1.765021892283845,3.0
70,70,0212828H,AimBig Employment INVERELL,AALL,40.0,100.0,0.5,0.5,100.0,0.5,40.0,50.0,0.5,0.5,300.0,0.5,100.0,0.5,0.5,100.0,0.5,2.0,1.0,1.0,0.3333333333333333,1.0,0.0,1.828,0.12666666666666662,0.0,1.828,1.125194805194805,1.9546666666666668,2.953194805194805,-33.81179381636733,2.0
71,71,0212829J,AimBig Employment CASINO,AALL,100.0,11.11111111111111,0.0,0.5,0.0,0.5,50.0,16.666666666666664,0.5,0.5,16.666666666666664,0.5,0.0,0.5,0.5,11.11111111111111,0.0,0.6666666666666667,0.0,1.0,0.0,1.0,0.912,1.2247599999999998,0.0,0.912,0.8842949999999999,0.0,2.1367599999999998,1.796295,18.953735327437855,3.0
72,72,0212829J,AimBig Employment LISMORE,AALL,28.57142857142857,4.0,0.0,0.5,0.0,0.5,28.57142857142857,4.0,33.33333333333333,0.5,4.166666666666666,0.5,0.0,0.5,0.5,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.828,0.0,0.912,0.34275,0.0,1.828,1.25475,45.68639171149631,5.0
73,73,0212830B,AimBig Employment BERRIMAH,AALL,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.828,0.7599999999999999,0.912,0.03973913043478261,0.0,2.588,0.9517391304347826,171.92325262677022,5.0
74,74,0212831C,AimBig Employment ROCKINGHAM,MENH,27.27272727272727,5.88235294117647,0.0,0.5,11.11111111111111,0.5,22.727272727272727,11.76470588235294,0.5,0.5,22.22222222222222,0.5,11.11111111111111,0.5,0.5,5.88235294117647,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.828,1.14,0.912,0.0,0.3636095346197502,2.968,1.2756095346197502,132.67308055083947,5.0
75,75,0212832D,AimBig Employment ROCKINGHAM,MUSK,18.181818181818183,0.0,0.0,0.5,0.0,0.5,9.090909090909092,6.25,33.33333333333333,0.5,6.25,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.912,0.0,0.0,0.912,0.03808333333333333,0.0,0.912,0.9500833333333334,-4.008420314007545,3.0
76,76,0212833E,AimBig Employment JOONDALUP,MENH,100.0,11.11111111111111,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,11.11111111111111,0.0,22.22222222222222,0.0,1.0,0.0,1.0,0.912,0.2041113567839196,0.0,0.912,0.8842949999999999,0.0,1.1161113567839196,1.796295,-37.86592086578654,2.0
77,77,0212833E,AimBig Employment OSBORNE PARK,MENH,100.0,100.0,0.5,0.5,0.5,0.5,25.0,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,1.0,1.0,1.0,1.0,1.0,0.912,0.914,0.0,0.20976000000000003,1.828,0.0,1.826,2.03776,-10.391802763819094,3.0
78,78,0212836H,AimBig Employment DEAKIN,MUSK,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.828,0.7599999999999999,0.912,0.03973913043478261,0.0,2.588,0.9517391304347826,171.92325262677022,5.0
79,79,0212836H,AimBig Employment PHILLIP,MUSK,100.0,0.5,0.5,0.5,0.5,0.5,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.828,0.57,0.912,0.03973913043478261,0.0,2.398,0.9517391304347826,151.95979899497488,5.0
80,80,0212838K,AimBig Employment CHINCHILLA,AALL,25.0,0.0,14.285714285714285,0.5,11.11111111111111,0.5,50.0,0.5,28.57142857142857,0.5,0.5,0.5,11.11111111111111,0.5,0.5,0.0,14.285714285714285,0.0,0.5,1.0,22.22222222222222,1.0,0.0,0.08044987775061126,1.14,0.912,0.4250099999999999,0.0,1.2204498777506112,1.3370099999999998,-8.717969368171415,3.0
81,81,0212838K,AimBig Employment DALBY,AALL,33.33333333333333,100.0,100.0,0.5,100.0,0.5,11.11111111111111,400.0,0.5,0.5,300.0,0.5,100.0,0.5,0.5,100.0,100.0,0.25,200.0,1.0,0.3333333333333333,1.0,0.007603167986661108,1.828,0.0,0.0,1.828,0.4908781869688385,1.8356031679866611,2.3188781869688384,-20.840897193219906,2.0
82,82,0212838K,AimBig Employment MILES,AALL,0.5,0.0,0.0,0.5,0.0,0.5,0.5,6.25,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.912,0.03808333333333333,0.0,0.0,0.9500833333333334,-100.0,1.0
83,83,0212838K,AimBig Employment ROMA,AALL,100.0,100.0,0.5,0.5,0.5,0.5,50.0,25.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,4.0,1.0,1.0,1.0,1.0,0.0,1.828,0.0,0.20976000000000003,1.828,0.0,1.828,2.03776,-10.29365577889447,3.0
84,84,0212839K,AimBig Employment BANKSTOWN,MENH,33.33333333333333,17.94871794871795,0.0,0.5,3.0303030303030303,0.5,28.57142857142857,7.6923076923076925,25.0,0.5,9.090909090909092,0.5,3.0303030303030303,0.5,0.5,17.94871794871795,0.0,2.3333333333333335,0.0,1.0,0.3333333333333333,1.0,0.0,1.828,0.08782742681047767,0.912,1.32073,0.0,1.9158274268104778,2.23273,-14.19350182017182,3.0
85,85,0212839K,AimBig Employment CAMPSIE,MENH,20.0,100.0,0.5,0.5,0.5,0.5,20.0,33.33333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,3.0000000000000004,1.0,1.0,1.0,1.0,0.0,1.828,0.285,0.20976000000000003,1.828,0.0,2.113,2.03776,3.6922895728643206,3.0
86,86,0212840D,AimBig Employment BANKSTOWN,MUSK,35.714285714285715,11.11111111111111,0.0,0.5,5.88235294117647,0.5,28.57142857142857,11.11111111111111,0.5,0.5,11.76470588235294,0.5,5.88235294117647,0.5,0.5,11.11111111111111,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.828,0.3799999999999998,0.912,0.5697266666666666,0.0,2.2079999999999997,1.4817266666666666,49.01533796156735,5.0
87,87,0212840D,AimBig Employment CAMPSIE,MUSK,11.11111111111111,100.0,0.5,0.5,100.0,0.5,0.5,50.0,0.5,0.5,100.0,0.5,100.0,0.5,0.5,100.0,0.5,2.0,1.0,1.0,1.0,1.0,0.912,0.1807912087912088,0.0,0.0,1.828,1.125194805194805,1.0927912087912088,2.953194805194805,-62.996304650511405,1.0
88,88,0212841E,AimBig Employment AUBURN,AALL,25.0,11.11111111111111,0.0,0.5,0.0,0.5,20.454545454545457,22.22222222222222,33.33333333333333,0.5,28.125,0.5,0.0,0.5,0.5,11.11111111111111,0.0,0.5,0.0,1.0,0.0,1.0,0.4053333333333331,1.828,0.0,0.912,0.8842949999999999,0.0,2.2333333333333334,1.796295,24.329986629887262,4.0
89,89,0212841E,AimBig Employment BAULKHAM HILLS,AALL,100.0,11.11111111111111,0.0,0.5,11.11111111111111,0.5,50.0,11.11111111111111,0.5,0.5,11.11111111111111,0.5,11.11111111111111,0.5,0.5,11.11111111111111,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.912,0.0,0.03588377723970949,0.0,0.9478837772397095,-100.0,1.0
90,90,0212841E,AimBig Employment HORNSBY,AALL,66.66666666666666,33.33333333333333,0.0,0.5,11.11111111111111,0.5,66.66666666666666,33.33333333333333,0.5,0.5,44.44444444444444,0.5,11.11111111111111,0.5,0.5,33.33333333333333,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.828,0.285,0.5013284470911591,1.828,0.0,2.113,2.329328447091159,-9.28715945410394,3.0
91,91,0212841E,AimBig Employment PARRAMATTA,AALL,19.047619047619047,27.27272727272727,0.0,0.5,11.11111111111111,0.5,23.809523809523807,9.090909090909092,100.0,0.5,44.44444444444444,0.5,11.11111111111111,0.5,0.5,27.27272727272727,0.0,2.9999999999999996,0.0,1.0,0.25,1.0,0.0,1.828,0.16031249999999994,0.6939759036144579,1.828,0.0,1.9883125,2.5219759036144582,-21.160527459823065,2.0
92,92,0212843G,AimBig Employment BONDI JUNCTION,MUSK,100.0,5.88235294117647,0.0,0.5,0.0,0.5,0.5,5.88235294117647,0.5,0.5,8.333333333333332,0.5,0.0,0.5,0.5,5.88235294117647,0.0,1.0,0.0,1.0,0.0,1.0,0.912,0.009185929648241206,0.0,0.912,0.4859433333333333,0.0,0.9211859296482412,1.3979433333333333,-34.10420095843838,2.0
93,93,0212844H,AimBig Employment CABRAMATTA,AALL,58.333333333333336,42.857142857142854,0.0,0.5,0.0,0.5,33.33333333333333,10.714285714285714,50.0,0.5,6.25,0.5,0.0,0.5,0.5,42.857142857142854,0.0,4.0,0.0,1.0,0.0,1.0,0.17100000000000007,1.828,0.0,0.5047970479704798,1.828,0.0,1.999,2.33279704797048,-14.308876473454099,3.0
94,94,0212844H,AimBig Employment FAIRFIELD,AALL,16.666666666666664,3.0303030303030303,0.0,0.5,1.7543859649122806,0.5,20.833333333333336,4.545454545454546,12.5,0.5,1.7543859649122806,0.5,1.7543859649122806,0.5,0.5,3.0303030303030303,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,1.3253,1.14,0.912,0.12712909090909089,0.0,2.4653,1.039129090909091,137.2467503381328,5.0
95,95,0212845J,AimBig Employment DARLINGHURST,AALL,27.27272727272727,5.88235294117647,0.0,0.5,5.88235294117647,0.5,0.5,11.76470588235294,0.5,0.5,5.88235294117647,0.5,5.88235294117647,0.5,0.5,5.88235294117647,0.0,0.5,0.0,1.0,1.0,1.0,0.912,0.0,0.010745501285347044,0.912,0.038591111111111104,0.0,0.922745501285347,0.9505911111111112,-2.9292941518479383,3.0
96,96,0212845J,AimBig Employment LEICHHARDT,AALL,35.483870967741936,24.242424242424242,0.0,0.5,6.8181818181818175,0.5,25.806451612903224,15.151515151515152,33.33333333333333,0.5,18.181818181818183,0.5,6.8181818181818175,0.5,0.5,24.242424242424242,0.0,1.5999999999999999,0.0,1.0,0.37499999999999994,1.0,0.0,1.828,0.0,0.873957158962796,1.828,0.0,1.828,2.701957158962796,-32.345337381229356,2.0
97,97,0212845J,AimBig Employment MARRICKVILLE,AALL,42.857142857142854,100.0,0.5,0.5,100.0,0.5,7.142857142857142,16.666666666666664,0.5,0.5,300.0,0.5,100.0,0.5,0.5,100.0,0.5,6.000000000000001,1.0,1.0,0.3333333333333333,1.0,0.6384000000000001,1.828,0.0,0.0,1.828,1.125194805194805,2.4664,2.953194805194805,-16.48366725887877,3.0
98,98,0212845J,AimBig Employment SURRY HILLS,AALL,66.66666666666666,33.33333333333333,0.0,0.5,5.88235294117647,0.5,27.77777777777778,58.333333333333336,200.0,0.5,23.52941176470588,0.5,5.88235294117647,0.5,0.5,33.33333333333333,0.0,0.5714285714285713,0.0,1.0,0.25,1.0,0.912,0.5086608695652177,0.0,0.5898670499461014,1.828,0.0,1.4206608695652179,2.4178670499461017,-41.24321808360444,2.0
99,99,0212845J,AimBig Employment SYDNEY,AALL,50.0,20.0,0.0,0.5,0.0,0.5,33.33333333333333,20.0,100.0,0.5,25.0,0.5,0.0,0.5,0.5,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.45600000000000024,1.828,0.0,0.912,1.5614166666666667,0.0,2.2840000000000003,2.4734166666666666,-7.658097772986072,3.0
100,100,0212846K,AimBig Employment BURWOOD,MENH,42.857142857142854,23.809523809523807,0.0,0.5,5.88235294117647,0.5,35.714285714285715,23.809523809523807,0.5,0.5,11.76470588235294,0.5,5.88235294117647,0.5,0.5,23.809523809523807,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.828,0.42750000000000005,0.8965592572364829,1.828,0.0,2.2555,2.724559257236483,-17.21596827048824,3.0
101,101,0212847K,AimBig Employment BURWOOD,MUSK,100.0,100.0,0.5,0.5,0.5,0.5,60.0,300.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.828,0.57286432160804,0.20976000000000003,1.828,0.0,2.40086432160804,2.03776,17.818797189464906,3.0
102,102,0212848A,AimBig Employment LIVERPOOL,AALL,66.66666666666666,5.084745762711865,0.0,0.5,0.0,0.5,41.66666666666667,6.779661016949152,28.57142857142857,0.5,10.714285714285714,0.5,0.0,0.5,0.5,5.084745762711865,0.0,0.7500000000000001,0.0,1.0,0.0,1.0,0.7295999999999996,1.828,0.0,0.912,0.42501000000000005,0.0,2.5576,1.33701,91.29251090118996,5.0
103,103,0212849B,AimBig Employment CAMPBELLTOWN,AALL,33.33333333333333,12.32876712328767,0.0,0.5,1.36986301369863,0.5,30.76923076923077,13.698630136986301,50.0,0.5,15.068493150684931,0.5,1.36986301369863,0.5,0.5,12.32876712328767,0.0,0.9,0.0,1.0,0.09090909090909091,1.0,0.0,1.828,0.010575139146567708,0.912,0.8998745454545455,0.0,1.8385751391465677,1.8118745454545455,1.473644726617856,3.0
104,104,0212849B,AimBig Employment INGLEBURN,AALL,100.0,5.88235294117647,0.0,0.5,0.0,0.5,150.0,5.88235294117647,0.5,0.5,6.25,0.5,0.0,0.5,0.5,5.88235294117647,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.828,0.285,0.912,0.4859433333333333,0.0,2.113,1.3979433333333333,51.15061888536254,5.0
105,105,0212850F,AimBig Employment PENRITH,AALL,38.46153846153847,20.0,0.0,0.5,3.0303030303030303,0.5,15.384615384615385,3.3333333333333335,33.33333333333333,0.5,15.151515151515152,0.5,3.0303030303030303,0.5,0.5,20.0,0.0,6.0,0.0,1.0,0.19999999999999998,1.0,0.20441379310344837,1.828,0.0,0.912,1.5081,0.0,2.0324137931034483,2.4201,-16.01942923418668,3.0
106,106,0212850F,Aimbig Employment RICHMOND,AALL,100.0,0.5,0.5,0.5,0.5,0.5,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.828,0.57,0.912,0.03973913043478261,0.0,2.398,0.9517391304347826,151.95979899497488,5.0
107,107,0212853J,AimBig Employment BLACKTOWN,MENH,0.5,0.0,0.0,0.5,0.0,0.5,0.5,25.0,0.5,0.5,25.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.912,0.03808333333333333,0.0,0.0,0.9500833333333334,-100.0,1.0
108,108,0212853J,AimBig Employment MOUNT DRUITT,MENH,100.0,100.0,0.5,0.5,0.0,0.5,50.0,100.0,0.5,0.5,12.5,0.5,0.0,0.5,0.5,100.0,0.5,1.0,1.0,1.0,0.0,1.0,0.456,1.828,0.0,0.2167128712871287,1.828,0.0,2.2840000000000003,2.0447128712871288,11.70272521257434,3.0
109,109,0212854K,AimBig Employment MOUNT DRUITT,MUSK,25.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.912,0.03808333333333333,0.0,0.912,0.03973913043478261,0.0,0.9500833333333334,0.9517391304347826,-0.17397594030759617,3.0
110,110,0212855K,AimBig Employment HURSTVILLE,AALL,100.0,15.789473684210526,0.0,0.5,5.88235294117647,0.5,71.42857142857143,10.526315789473683,0.5,0.5,11.76470588235294,0.5,5.88235294117647,0.5,0.5,15.789473684210526,0.0,1.5,0.0,1.0,0.5,1.0,0.0,1.828,0.10363636363636371,0.912,1.0450066666666666,0.0,1.9316363636363638,1.9570066666666666,-1.2963830661607052,3.0
111,111,0212855K,AimBig Employment MIRANDA,AALL,100.0,0.0,0.0,0.5,0.0,0.5,0.5,6.25,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.912,0.0,0.0,0.912,0.03808333333333333,0.0,0.912,0.9500833333333334,-4.008420314007545,3.0
112,112,0212855K,AimBig Employment ROCKDALE,AALL,33.33333333333333,0.0,0.0,0.5,0.0,0.5,0.5,12.5,0.5,0.5,25.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.912,0.0,0.0,0.912,0.03808333333333333,0.0,0.912,0.9500833333333334,-4.008420314007545,3.0
113,113,0212857B,AimBig Employment WOLLONGONG,MUSK,100.0,0.0,0.0,0.5,0.0,0.5,0.5,4.166666666666666,0.5,0.5,4.166666666666666,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.912,0.0,0.0,0.912,0.03808333333333333,0.0,0.912,0.9500833333333334,-4.008420314007545,3.0
114,114,0212858C,AimBig Employment BENDIGO,AALL,100.0,100.0,0.5,0.5,100.0,0.5,66.66666666666666,0.5,0.5,0.5,100.0,0.5,100.0,0.5,0.5,100.0,0.5,200.0,1.0,1.0,1.0,1.0,0.0,1.828,0.002842892768079799,0.0,1.828,1.125194805194805,1.8308428927680798,2.953194805194805,-38.00466906051903,2.0
115,115,0212858C,AimBig Employment MARYBOROUGH,AALL,100.0,11.11111111111111,0.0,0.5,0.0,25.0,50.0,0.5,0.5,0.5,12.5,25.0,0.0,25.0,0.5,11.11111111111111,0.0,22.22222222222222,0.0,1.0,0.0,1.0,0.04104410441044105,1.828,0.0,0.8438894697535474,0.0,1.14,1.869044104410441,1.9838894697535472,-5.788899386485124,3.0
116,116,0212859D,AimBig Employment BALLARAT CENTRAL,MENH,100.0,20.0,0.0,0.5,11.11111111111111,0.5,150.0,30.0,0.5,0.5,22.22222222222222,0.5,11.11111111111111,0.5,0.5,20.0,0.0,0.6666666666666666,0.0,1.0,0.5,1.0,0.0,1.828,0.9468438538205979,0.912,1.2948333333333335,0.0,2.774843853820598,2.2068333333333334,25.738714016491105,4.0
117,117,0212860H,AimBig Employment BALLARAT CENTRAL,MUSK,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.912,0.009232323232323234,0.0,0.912,0.03973913043478261,0.0,0.9212323232323233,0.9517391304347826,-3.205374900212723,3.0
118,118,0212861J,AimBig Employment GLENORCHY,AALL,14.285714285714285,2.4390243902439024,0.0,0.5,2.4390243902439024,0.5,14.285714285714285,0.5,0.5,0.5,7.317073170731707,0.5,2.4390243902439024,0.5,0.5,2.4390243902439024,0.0,4.878048780487805,0.0,1.0,0.33333333333333337,1.0,0.0,1.828,0.07786885245901642,0.912,0.0,0.003247863247863251,1.9058688524590166,0.9152478632478633,108.23526926310647,5.0
119,119,0212861J,AimBig Employment HOBART,AALL,37.5,100.0,0.5,0.5,100.0,0.5,12.5,0.5,0.5,0.5,200.0,0.5,100.0,0.5,0.5,100.0,0.5,200.0,1.0,1.0,0.5,1.0,0.006822942643391521,1.828,0.0,0.0,1.828,1.125194805194805,1.8348229426433915,2.953194805194805,-37.869898070528436,2.0
120,120,0212861J,AimBig Employment ROSNY PARK,AALL,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,12.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.912,0.03808333333333333,0.0,0.0,0.9500833333333334,-100.0,1.0
121,121,0212862K,AimBig Employment CORIO,AALL,55.55555555555556,4.0,14.285714285714285,0.5,7.6923076923076925,0.5,22.22222222222222,24.0,14.285714285714285,0.5,19.230769230769234,0.5,7.6923076923076925,0.5,0.5,4.0,14.285714285714285,0.16666666666666666,1.0,1.0,0.39999999999999997,1.0,0.912,1.2796,0.0,0.912,1.2327575,0.0,2.1916,2.1447575,2.1840464481415895,3.0
122,122,0212862K,AimBig Employment Pty Ltd GEELONG,AALL,0.0,0.0,0.0,0.5,0.0,0.5,0.5,12.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.828,1.14,0.912,0.03808333333333333,0.0,2.968,0.9500833333333334,212.3936496798526,5.0
123,123,0212863K,AimBig Employment WARRNAMBOOL,MENH,20.0,11.11111111111111,0.0,0.5,0.0,0.5,30.0,5.555555555555555,0.5,0.5,12.5,0.5,0.0,0.5,0.5,11.11111111111111,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.828,0.16285714285714287,0.912,0.8842949999999999,0.0,1.9908571428571429,1.796295,10.831302367213787,3.0
124,124,0212864A,AimBig Employment WARRNAMBOOL,MUSK,100.0,11.11111111111111,0.0,0.5,0.0,0.5,50.0,11.11111111111111,0.5,0.5,12.5,0.5,0.0,0.5,0.5,11.11111111111111,0.0,1.0,0.0,1.0,0.0,1.0,0.912,1.828,0.0,0.912,0.8842949999999999,0.0,2.74,1.796295,52.536192551891546,5.0
125,125,0212868E,AimBig Employment DEVONPORT,MENH,100.0,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100.0,0.5,200.0,1.0,1.0,1.0,1.0,0.90288,1.828,0.0,0.20976000000000003,1.828,0.0,2.73088,2.03776,34.01381909547738,4.0
